Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2		
ENSG00000279059.1	RP11-257O5.2	TEC	1.627822336	0.630911691	3.13E-06	9.68E-05	0.011066088	1	30	45	44	16	12	11	8	4	11	20	27	25		
ENSG00000263470.1	RP11-160O5.1	lincRNA	-0.92679202	1.906722417	3.23E-06	9.97E-05	0.009283944	-1	15	23	15	60	76	72	94	68	75	40	44	40		
ENSG00000260257.2	RP5-1085F17.3	lincRNA	0.802352705	3.324427617	5.16E-06	0.000150104	0.015384284	1	40	51	55	157	184	252	143	87	115	155	217	227		
ENSG00000232803.1	SLCO4A1-AS1	antisense	-0.756735065	3.12539115	7.04E-06	0.000198891	0.013352441	-1	0	2	0	114	210	176	240	195	158	104	140	105		
ENSG00000270157.1	RP5-894A10.6	sense_intronic	-1.118684154	1.370854367	9.17E-06	0.000249501	0.013386796	-1	33	42	46	26	47	38	52	42	44	17	35	12		
ENSG00000226688.4	ENTPD1-AS1	antisense	1.082146689	2.600896056	1.14E-05	0.000300727	0.023576077	1	190	202	193	55	42	69	42	27	38	80	79	65		
ENSG00000237517.6	DGCR5	antisense	-1.402107025	0.674750509	1.44E-05	0.000365304	0.011872555	-1	16	21	22	23	31	31	40	22	21	9	9	13		
ENSG00000278309.1	RP11-102K13.5	lincRNA	1.21809474	0.814741636	1.56E-05	0.000388502	0.010988946	1	5	7	7	26	34	47	15	18	14	25	53	33		
ENSG00000253746.1	RP11-527N22.2	lincRNA	-1.117222729	1.266168991	1.97E-05	0.000472908	0.019348793	-1	2	0	0	33	57	84	56	52	41	16	32	21		
ENSG00000234323.3	RP11-308N19.1	lincRNA	-0.95159137	1.058711049	1.97E-05	0.000472908	0.006979601	-1	1	0	1	29	40	39	56	46	47	18	28	31		
ENSG00000225684.3	FAM225B	lincRNA	-0.987095876	1.375304493	2.23E-05	0.000521411	0.007826543	-1	0	3	1	51	69	83	51	48	46	20	24	29		
ENSG00000272016.1	RP11-215G15.5	lincRNA	0.615045528	3.566399426	3.29E-05	0.000719026	0.010985883	1	6	6	7	176	174	220	200	157	177	219	334	269		
ENSG00000259758.1	CASC7	lincRNA	0.499860239	5.847963551	3.50E-05	0.000760652	0.008584292	1	1555	1831	2054	559	654	796	531	441	390	482	755	691		
ENSG00000250072.3	CTC-529P8.1	lincRNA	-1.092229625	1.219376623	5.22E-05	0.001054857	0.01798445	-1	0	0	0	49	60	73	57	51	27	14	25	24		
ENSG00000175898.4	CTD-2369P2.2	lincRNA	-1.282679245	1.326153954	8.20E-05	0.001540945	0.021633569	-1	46	80	79	34	28	25	32	31	33	17	11	11		
ENSG00000241472.4	PTPRG-AS1	processed_transcript	0.625793802	3.411858643	9.21E-05	0.001684193	0.010938926	1	178	266	238	95	109	160	134	98	97	132	188	186		
ENSG00000225733.3	FGD5-AS1	antisense	-0.382656606	7.91080196	9.92E-05	0.001789073	0.006521634	-1	5407	6503	6211	2860	3740	4115	3282	2671	2599	1774	2481	2283		
ENSG00000259146.3	RP1-261D10.2	antisense	-1.27629855	0.863677126	0.000105553	0.001889149	0.01553036	-1	55	58	48	8	15	13	26	27	22	8	17	6		
ENSG00000273812.1	WI2-87327B8.2	lincRNA	-0.880777703	1.437460029	0.000120078	0.002092617	0.016239494	-1	0	1	0	32	58	51	80	67	48	31	50	25		
ENSG00000250899.3	RP11-253E3.3	lincRNA	0.730600117	3.08310631	0.000124571	0.002158627	0.016500254	1	62	90	91	139	153	234	95	62	98	124	173	128		
ENSG00000232445.1	RP11-132A1.4	antisense	0.837081158	2.39863764	0.000147609	0.002464931	0.011379869	1	142	186	167	44	45	68	34	31	38	42	77	67		
ENSG00000231528.2	FAM225A	lincRNA	-0.97482287	1.663218937	0.000170893	0.002771747	0.017952326	-1	15	34	38	58	88	72	69	38	44	23	27	26		
ENSG00000222032.1	AC112721.2	lincRNA	-1.13813171	0.512218216	0.000177317	0.002855556	0.019746182	-1	2	1	0	22	34	26	37	34	25	5	24	15		
ENSG00000256802.2	RP11-680F8.1	antisense	-0.822140564	2.094921492	0.000180709	0.002901371	0.015632236	-1	1	5	4	102	129	141	73	86	51	28	58	34		
ENSG00000230615.4	RP5-1198O20.4	lincRNA	-1.231574598	0.438959374	0.000184303	0.002947177	0.009914737	-1	11	15	17	17	29	25	27	18	26	11	9	10		
ENSG00000214049.6	UCA1	processed_transcript	1.399458202	-0.357972266	0.000193603	0.003070618	0.009367685	1	1	2	0	8	11	14	8	4	9	17	19	20		
ENSG00000267121.3	CTD-2020K17.1	antisense	-1.07095096	0.632751498	0.000225623	0.003458464	0.015162744	-1	2	2	1	28	29	39	30	29	39	12	23	12		
ENSG00000203706.6	SERTAD4-AS1	antisense	-0.556943905	3.143531853	0.000253052	0.003809349	0.008511247	-1	5	7	14	159	253	257	183	147	136	88	131	98		
ENSG00000214900.6	C14orf182	lincRNA	-0.786505504	1.906365209	0.000282864	0.004158558	0.016749081	-1	14	39	20	39	66	69	77	84	78	30	57	53		
ENSG00000237686.4	RP5-1120P11.1	antisense	-1.079071658	0.401551404	0.00030758	0.004449012	0.016641514	-1	1	1	1	12	25	20	27	39	33	14	19	14		
ENSG00000177234.7	C10orf85	lincRNA	-1.250293965	0.278260608	0.000325355	0.004646964	0.013511625	-1	0	0	0	28	25	40	24	19	24	10	11	7		
ENSG00000163364.7	LINC01116	lincRNA	0.590608885	3.735018399	0.000325685	0.004647509	0.014553	1	41	68	43	183	205	325	185	169	186	223	334	263		
ENSG00000269927.1	RP6-91H8.3	lincRNA	-0.765169981	1.652059318	0.000335552	0.004737331	0.015120736	-1	0	0	0	28	64	44	89	82	67	42	58	40		
ENSG00000238117.1	AP004372.1	antisense	-1.17883126	0.859238416	0.000393152	0.005415189	0.031619671	-1	8	16	10	14	42	55	35	37	32	14	20	12		
ENSG00000251257.2	CTD-2263F21.1	antisense	-0.743793291	1.86716878	0.000432943	0.005847668	0.012502674	-1	0	0	0	66	88	108	79	67	67	45	53	29		
ENSG00000225339.3	RP11-513I15.6	processed_transcript	-1.125324359	0.781283999	0.000458811	0.006134569	0.019052925	-1	23	31	36	20	23	32	31	30	19	6	24	7		
ENSG00000260260.1	SNHG19	lincRNA	-0.662262489	3.472352879	0.000505735	0.006639226	0.015479809	-1	271	500	398	65	98	103	157	125	101	75	110	57		
ENSG00000233384.1	RP11-100E13.1	antisense	-1.094931981	0.313802587	0.000517686	0.006734992	0.014246304	-1	2	0	0	19	27	22	37	29	18	10	14	15		
ENSG00000275216.1	RP11-54H7.4	lincRNA	0.998048644	0.364036917	0.000548061	0.007032174	0.013943779	1	0	0	0	17	14	21	13	16	20	29	43	27		
ENSG00000271614.1	LINC00936	lincRNA	-0.958051075	1.336590597	0.000554063	0.007063866	0.010179422	-1	65	69	70	23	25	37	30	32	31	11	21	16		
ENSG00000213904.6	LIPE-AS1	antisense	-1.43771148	0.471819072	0.000727458	0.008683112	0.048321008	-1	14	50	20	12	22	17	28	17	20	5	13	6		
ENSG00000255400.1	RP13-631K18.5	lincRNA	-1.58753226	-0.649510668	0.000780021	0.00917289	0.0295978	-1	1	0	1	13	5	11	17	13	13	7	5	2		
ENSG00000223749.5	MIR503HG	lincRNA	1.015121103	1.076212886	0.000896882	0.010197118	0.025219913	1	22	26	17	22	38	54	15	23	17	25	57	32		
ENSG00000234456.5	MAGI2-AS3	processed_transcript	0.810685518	0.981028347	0.000952182	0.01063916	0.017035167	1	0	0	1	19	28	31	40	29	18	44	50	57		
ENSG00000203709.7	C1orf132	lincRNA	-0.645960458	2.168784094	0.00099145	0.010946627	0.011394365	-1	57	79	90	35	71	68	86	65	76	34	63	49		
ENSG00000272182.1	RP11-802O23.3	antisense	-1.27238647	0.181858267	0.001036923	0.011299885	0.039644128	-1	3	0	2	18	30	12	21	32	24	8	13	11		
ENSG00000232774.5	FLJ22447	lincRNA	-0.492264652	3.682658161	0.00113534	0.01207513	0.011885397	-1	4	7	5	186	197	236	340	273	248	162	219	227		
ENSG00000227946.1	AC007383.3	lincRNA	1.930796653	-0.105386431	0.001337471	0.013773789	0.016279839	1	22	34	25	7	11	9	4	2	1	5	17	6		
ENSG00000223784.1	RP11-554I8.2	lincRNA	0.68888505	2.624857544	0.001362375	0.013957985	0.023742772	1	0	0	1	84	88	117	99	106	71	115	230	110		
ENSG00000224189.4	HAGLR	antisense	0.605646063	1.903602468	0.001640978	0.016067442	0.010062345	1	12	10	16	55	65	87	62	47	40	56	89	82		
ENSG00000249348.1	UGDH-AS1	antisense	-1.59743243	0.375917962	0.001734957	0.016720107	0.031527544	-1	21	62	44	7	16	12	13	11	13	5	5	2		
ENSG00000272452.1	RP11-391M1.4	lincRNA	0.902572097	0.80298195	0.001745358	0.016810161	0.012730436	1	19	26	21	24	26	26	12	23	14	27	32	33		
ENSG00000250303.3	RP11-356J5.12	lincRNA	-0.966129199	0.505015357	0.001787153	0.017171131	0.013450156	-1	10	25	16	20	21	23	29	26	19	7	21	10		
ENSG00000259065.1	RP5-1021I20.1	antisense	-2.447737216	-0.141003447	0.001815808	0.017267216	0.011498963	-1	28	46	34	3	3	5	9	4	5	0	2	1		
ENSG00000238160.1	AC116366.5	antisense	-1.219976572	-0.410345155	0.00189703	0.017807463	0.022998107	-1	0	0	1	4	13	6	22	24	13	9	8	8		
ENSG00000278376.1	RP11-158I9.8	lincRNA	-1.552724084	-0.129082917	0.00216878	0.019847627	0.01502238	-1	20	25	21	11	11	7	14	7	12	5	4	2		
ENSG00000246228.4	CASC8	antisense	0.493149083	2.734354137	0.002190669	0.020020526	0.009682303	1	5	17	16	90	113	142	104	103	92	125	179	119		
ENSG00000205181.5	LINC00654	lincRNA	-0.510533098	2.745106843	0.002406569	0.02155466	0.0116608	-1	0	0	1	92	149	137	137	157	132	84	131	87		
ENSG00000231290.3	APCDD1L-AS1	processed_transcript	-0.82065585	1.424949609	0.002570085	0.022630121	0.027100044	-1	8	9	6	51	31	67	67	57	47	27	43	27		
ENSG00000260065.1	CTA-445C9.15	lincRNA	-0.667289479	1.686734335	0.002697872	0.02340729	0.011218133	-1	12	7	9	72	77	84	65	48	53	31	35	38		
ENSG00000250903.6	GMDS-AS1	lincRNA	-0.534117034	2.683760991	0.002792035	0.024078085	0.009148739	-1	84	105	110	90	123	112	114	93	80	62	84	52		
ENSG00000236404.6	VLDLR-AS1	antisense	-0.983585353	-0.071388599	0.002987685	0.025407302	0.017516965	-1	4	5	3	6	10	11	21	28	20	11	18	6		
ENSG00000253414.2	RP11-150O12.6	sense_intronic	-0.674685958	1.353407759	0.003054093	0.025874044	0.005601938	-1	3	7	2	51	67	76	49	42	40	25	31	26		
ENSG00000214922.7	HLA-F-AS1	processed_transcript	-1.126349668	0.29572434	0.003119755	0.026208246	0.012274786	-1	9	15	13	19	34	23	25	16	14	7	11	7		
ENSG00000272913.1	RP11-440D17.3	lincRNA	-0.824031807	2.217784183	0.003286322	0.027191193	0.030353256	-1	74	137	163	51	80	51	67	59	44	32	45	19		
ENSG00000172965.12	MIR4435-1HG	lincRNA	-0.311192049	6.159882642	0.003605115	0.029215459	0.007343329	-1	263	482	425	944	1389	1456	1429	1302	1157	870	1325	956		
ENSG00000229771.2	RP4-644L1.2	lincRNA	-1.223994128	0.087465784	0.00365933	0.029525152	0.043528223	-1	0	0	0	18	40	17	19	25	17	9	11	6		
ENSG00000255090.3	RP11-820L6.1	lincRNA	-0.534897683	2.118846936	0.003696231	0.02974746	0.011196463	-1	0	0	0	73	88	78	99	84	97	50	75	69		
ENSG00000279145.1	RP11-547D13.1	TEC	-0.845191925	0.458484711	0.004125794	0.032242392	0.008797444	-1	19	23	18	6	12	18	29	27	23	12	21	11		
ENSG00000232586.1	KIAA1614-AS1	antisense	4.639731535	-0.440022074	0.004234365	0.032829148	0.01370274	1	30	31	35	1	3	0	0	0	0	2	5	2		
ENSG00000197182.10	MIRLET7BHG	lincRNA	-0.713851949	1.915252693	0.004250535	0.03287369	0.019549462	-1	45	74	64	61	70	51	76	48	49	37	37	30		
ENSG00000273301.1	RP11-314B1.2	lincRNA	0.765787911	1.431146101	0.004279545	0.033038254	0.029369612	1	3	7	8	37	44	40	34	37	40	40	63	87		
ENSG00000231298.4	LINC00704	lincRNA	0.356901886	5.448855772	0.004553296	0.034400523	0.010147899	1	2	3	1	603	766	954	858	647	610	782	943	944		
ENSG00000272327.1	RP11-1002K11.1	lincRNA	0.520006975	2.934950062	0.004563252	0.034426693	0.016853703	1	0	1	0	100	140	145	148	107	105	117	186	212		
ENSG00000269926.1	RP11-442H21.2	antisense	-1.050210118	0.110095375	0.004609028	0.034657017	0.052700493	-1	2	2	5	4	10	7	26	39	25	8	29	8		
ENSG00000222041.8	LINC00152	lincRNA	-0.391590243	5.804305665	0.00476071	0.035528918	0.012657376	-1	180	313	297	823	1095	1142	1161	1079	871	740	1054	584		
ENSG00000271020.1	RP11-10C24.1	lincRNA	0.732729558	1.677053472	0.005000026	0.036968127	0.023292653	1	44	37	43	53	42	64	37	27	31	34	62	63		
ENSG00000250320.3	CTD-2269F5.1	antisense	-0.815563762	0.665803927	0.005018234	0.03708552	0.016814585	-1	1	1	1	19	33	43	45	30	24	12	22	22		
ENSG00000243926.1	TIPARP-AS1	antisense	-1.072788692	0.623464243	0.005461444	0.039498654	0.018288758	-1	43	47	37	13	11	23	19	16	18	6	7	12		
ENSG00000261061.1	RP11-303E16.2	sense_intronic	0.488310783	3.333501779	0.005566351	0.040038977	0.013163741	1	171	198	194	121	153	240	112	95	83	109	175	125		
ENSG00000267013.3	CTD-2171N6.1	lincRNA	-0.988328222	0.04650523	0.005582188	0.040098508	0.016204525	-1	0	0	0	14	28	19	30	19	15	9	13	10		
ENSG00000204054.9	LINC00963	processed_transcript	-0.455555514	4.395918692	0.005843818	0.041416921	0.010751027	-1	716	1131	1129	120	189	176	137	114	136	70	130	86		
ENSG00000270194.1	RP11-259K5.2	antisense	0.958903032	0.616504088	0.006078093	0.04260288	0.013342102	1	21	28	27	14	25	39	10	12	10	16	29	18		
ENSG00000126005.13	MMP24-AS1	antisense	-0.43355678	5.163121078	0.006211182	0.043268878	0.016278667	-1	57	103	122	577	737	759	765	689	601	459	718	360		
ENSG00000272462.2	U91328.19	lincRNA	0.903011213	0.223061235	0.006415194	0.044415984	0.008889959	1	7	7	2	18	20	26	16	8	11	16	29	21		
ENSG00000279133.1	RP11-342K2.1	TEC	0.672784252	2.339406334	0.006422092	0.044415984	0.019531322	1	171	147	178	39	38	53	42	32	31	40	66	62		
ENSG00000251602.4	RP11-521B24.3	antisense	-1.265434678	0.699767555	0.006578921	0.045236476	0.01498537	-1	28	43	60	21	30	32	18	10	11	4	6	6		
ENSG00000271147.5	RP4-769N13.6	processed_transcript	0.76668702	2.19972551	0.007160675	0.047790896	0.021848705	1	181	174	183	29	44	40	32	19	14	33	33	43		
ENSG00000265401.1	RP11-138I1.4	antisense	-1.37804005	0.058621207	0.007467628	0.049322305	0.0728301	-1	6	4	14	21	22	20	7	22	23	8	6	6		
ENSG00000249743.3	RP11-60A8.1	lincRNA	-0.734871022	0.472000943	0.007701747	0.050429008	0.007907293	0	0	0	0	20	31	26	35	28	25	11	26	16		
ENSG00000248323.3	LUCAT1	lincRNA	-0.571400691	0.897575522	0.00786049	0.051236481	0.006030302	0	0	0	4	20	21	27	46	45	44	26	36	29		
ENSG00000272620.1	AFAP1-AS1	antisense	0.355119844	4.724782225	0.007929214	0.051574386	0.010460066	0	1	1	1	412	503	645	400	393	417	404	652	513		
ENSG00000272758.3	RP11-299J3.8	antisense	-1.192216625	0.432991049	0.008193479	0.05284412	0.011908691	0	39	44	55	5	9	15	17	10	10	4	7	5		
ENSG00000275719.1	CTB-147N14.6	antisense	-0.96807031	0.390801992	0.008343018	0.05344895	0.041487258	0	6	20	19	12	19	21	25	23	25	11	24	3		
ENSG00000272077.1	RP11-348P10.2	lincRNA	0.807054436	0.808261561	0.008407929	0.05370476	0.020705224	0	8	7	11	26	29	46	20	16	20	17	48	35		
ENSG00000278989.1	RP11-762L8.6	TEC	0.874627226	0.369818864	0.008535571	0.054405665	0.017534668	0	0	0	0	22	24	42	12	18	10	22	32	20		
ENSG00000117242.7	PINK1-AS	antisense	-0.562869132	2.313380486	0.008549149	0.054418445	0.006605263	0	99	152	135	65	92	91	56	47	43	28	43	28		
ENSG00000279164.1	RP4-737E23.5	TEC	-0.829533188	-0.14720581	0.009730043	0.060103779	0.013890003	0	0	0	0	7	6	10	25	29	17	10	19	11		
ENSG00000259623.1	RP11-156E6.1	sense_overlapping	0.325188528	5.459224317	0.009829469	0.060431486	0.009756388	0	582	745	730	482	606	694	645	476	573	542	790	791		
ENSG00000269973.1	RP11-95D17.1	lincRNA	0.423579455	3.137941248	0.010188621	0.061851087	0.010372197	0	89	106	98	132	174	224	115	81	98	102	153	140		
ENSG00000255874.2	LINC00346	lincRNA	-0.612129611	1.729990914	0.010473707	0.063123923	0.020293542	0	23	38	24	32	73	55	55	62	69	32	50	41		
ENSG00000264301.1	LINC01444	lincRNA	-0.682715751	0.903311426	0.010827979	0.064622649	0.012385736	0	2	1	0	38	42	49	38	38	28	20	32	13		
ENSG00000276483.1	CTC-543D15.7	lincRNA	0.428185119	3.087123481	0.011783361	0.069029845	0.01313105	0	0	2	0	154	180	204	121	105	140	143	185	166		
ENSG00000272323.1	CTD-2517O10.6	antisense	-1.234358172	-0.081937453	0.011813487	0.069148864	0.008254761	0	25	28	28	7	8	5	11	10	10	2	5	6		
ENSG00000273149.1	RP11-290D2.6	antisense	-0.674196762	4.56899459	0.011819958	0.069148864	0.046575734	0	822	413	813	193	352	273	348	281	250	113	247	200		
ENSG00000273680.1	RP11-996F15.6	antisense	-0.77156677	0.56315122	0.011850912	0.069298001	0.006850903	0	15	17	13	23	31	26	23	24	23	11	17	13		
ENSG00000269893.4	SNHG8	lincRNA	0.247411025	6.16093035	0.011998317	0.07003126	0.005999311	0	714	1036	917	775	1085	1143	1066	1013	947	933	1478	1212		
ENSG00000273143.1	RP11-525A16.4	lincRNA	-0.927835116	-0.217051388	0.012163958	0.070764437	0.029217353	0	2	0	0	9	13	17	15	18	23	4	18	8		
ENSG00000277879.1	RP11-129M16.4	antisense	0.721322188	0.588050959	0.012483277	0.07212107	0.008985792	0	18	20	17	20	20	21	18	19	10	20	34	24		
ENSG00000261786.1	RP4-555D20.2	lincRNA	0.710291705	1.716428312	0.012505565	0.07222361	0.027716329	0	0	1	0	82	115	146	30	23	24	29	35	61		
ENSG00000258727.1	RP11-66N24.3	antisense	-1.092691432	0.118223812	0.01252104	0.072234327	0.029880877	0	15	23	16	12	23	18	9	17	16	1	13	6		
ENSG00000273080.1	RP11-301O19.1	antisense	-1.02412392	0.234750267	0.012556593	0.072360719	0.011758493	0	24	40	37	8	4	10	14	15	14	9	9	3		
ENSG00000233184.4	RP11-421L21.3	antisense	-0.660429608	1.354650496	0.012931638	0.073826801	0.01252398	0	45	67	49	33	32	45	38	32	29	10	29	24		
ENSG00000276170.2	AC124789.1	processed_transcript	-0.485941193	2.789924062	0.013133632	0.074580187	0.018337273	0	0	0	1	132	142	183	150	132	118	88	137	63		
ENSG00000274307.1	RP11-345J18.2	sense_intronic	-0.809184407	0.422003566	0.013177926	0.07469682	0.022368025	0	0	0	0	18	37	41	32	20	21	7	24	11		
ENSG00000225484.4	NUTM2B-AS1	antisense	0.666294049	2.639205024	0.013269911	0.075084477	0.025362481	0	203	228	274	60	33	71	35	36	31	44	59	59		
ENSG00000233117.2	LINC00702	lincRNA	-0.44936586	2.393081602	0.014372824	0.079102731	0.010937518	0	0	0	0	92	159	151	88	90	93	54	83	63		
ENSG00000225470.4	JPX	lincRNA	0.394492161	3.838671695	0.014688078	0.080254812	0.01222322	0	297	331	352	162	166	230	155	125	153	157	221	193		
ENSG00000270170.1	NCBP2-AS2	lincRNA	-0.37955875	3.950870827	0.014811422	0.080762348	0.009465171	0	403	699	583	124	159	173	154	141	135	92	146	95		
ENSG00000246985.5	SOCS2-AS1	processed_transcript	0.784575309	0.909913202	0.014873356	0.080989037	0.017541693	0	48	53	58	9	18	10	20	10	13	13	35	27		
ENSG00000280079.1	CTC-260E6.4	TEC	0.718093661	0.907876535	0.015088265	0.081934943	0.015743424	0	1	2	0	40	42	58	22	22	16	18	45	37		
ENSG00000275894.1	RP3-453C12.14	sense_intronic	-0.708332038	0.574687072	0.015390409	0.083150016	0.00825918	0	15	20	16	18	20	17	35	22	25	15	18	17		
ENSG00000233937.4	CTC-338M12.4	processed_transcript	-0.592889885	1.617955802	0.015593514	0.083847899	0.010566981	0	64	75	88	26	29	41	41	35	46	25	31	25		
ENSG00000214293.6	APTR	lincRNA	0.488347548	2.408274046	0.015871903	0.084886672	0.012962065	0	98	117	111	66	63	86	60	46	52	67	72	81		
ENSG00000227036.4	LINC00511	lincRNA	-0.3471179	4.468707712	0.016012239	0.085407554	0.012071597	0	30	48	28	328	390	459	499	471	356	330	405	299		
ENSG00000203688.4	RP11-351J23.1	lincRNA	-0.868950179	-0.122183152	0.016731703	0.087773862	0.011801443	0	0	2	0	13	19	15	21	23	13	10	10	11		
ENSG00000225135.1	RP11-361F15.2	lincRNA	0.650921447	1.85833817	0.018022855	0.092533606	0.030267144	0	78	62	98	34	39	38	48	27	31	33	65	69		
ENSG00000236144.4	TMEM147-AS1	antisense	-0.534133679	1.885944582	0.018230495	0.093178734	0.010825511	0	65	104	108	29	37	54	52	43	50	24	48	29		
ENSG00000273132.1	RP11-350J20.12	antisense	-0.692803363	2.421886547	0.018453459	0.093746163	0.049954194	0	0	0	2	92	141	112	137	113	83	58	122	31		
ENSG00000270362.1	HMGN3-AS1	antisense	1.17966236	0.127592159	0.019525582	0.097629334	0.023267695	0	33	34	32	4	6	17	6	4	4	12	10	10		
ENSG00000279207.1	RP11-159D12.8	TEC	0.564535861	3.535717888	0.019538749	0.097638518	0.015757779	0	584	634	566	56	60	78	41	29	34	34	64	57		
ENSG00000279692.1	RP11-1055B8.1	TEC	-0.775504575	0.570608436	0.020110073	0.099586485	0.014613511	0	14	18	20	24	30	23	33	17	19	14	16	10		
ENSG00000268362.3	CTD-2017D11.1	lincRNA	0.620524321	1.930219998	0.020517168	0.100890963	0.014996513	0	78	140	157	32	43	46	29	18	24	30	50	30		
ENSG00000256268.1	RP11-221N13.3	lincRNA	-0.750884791	0.041719644	0.020802624	0.101718054	0.01241622	0	1	0	2	14	13	21	24	25	17	15	14	10		
ENSG00000261824.4	LINC00662	lincRNA	-0.429194696	4.034621601	0.021032375	0.102432239	0.021399903	0	145	199	182	128	206	209	326	387	268	179	391	182		
ENSG00000223482.5	NUTM2A-AS1	antisense	0.363735521	3.068567688	0.02113827	0.102822078	0.008705339	0	106	147	133	102	112	138	108	108	94	118	171	112		
ENSG00000258512.1	LINC00239	lincRNA	-0.91232785	-0.152126274	0.021311972	0.103508789	0.023790144	0	0	0	0	7	26	17	23	15	17	9	11	9		
ENSG00000189223.11	PAX8-AS1	processed_transcript	-0.369877736	3.436079336	0.021494624	0.104056625	0.01155048	0	82	135	152	128	210	205	209	184	143	111	155	147		
ENSG00000276672.1	RP11-142E9.1	sense_intronic	0.505745506	2.133073296	0.021696674	0.104553756	0.015854394	0	43	48	59	71	68	114	54	40	47	53	72	75		
ENSG00000273162.1	RP11-108L7.15	lincRNA	-0.727280497	0.533623058	0.021886023	0.105158317	0.005614147	0	21	38	32	12	13	17	23	20	20	10	15	13		
ENSG00000258017.1	RP11-386G11.10	antisense	-0.60026561	3.894954929	0.021947031	0.105307363	0.044368698	0	165	83	199	224	252	284	276	272	242	107	260	171		
ENSG00000277449.1	CEBPB-AS1	antisense	-1.427515332	0.181861889	0.022121476	0.105825258	0.054698709	0	32	41	45	17	8	3	8	8	9	5	2	2		
ENSG00000274021.1	RP11-823E8.3	lincRNA	-0.689851718	0.573464182	0.023738746	0.111123035	0.023781281	0	0	0	2	21	29	20	26	40	34	22	22	18		
ENSG00000224152.1	AC009506.1	antisense	-1.073961462	0.756639947	0.023818533	0.111365467	0.018311681	0	64	74	63	13	9	10	9	16	9	4	5	7		
ENSG00000226137.4	BAIAP2-AS1	lincRNA	-0.409850559	3.316404748	0.023846874	0.111432487	0.009650933	0	241	411	376	91	139	131	87	82	89	56	78	61		
ENSG00000238258.1	RP11-342D11.2	antisense	-0.763156334	0.224904184	0.024750339	0.114202089	0.00989791	0	8	3	4	18	24	32	22	17	19	10	10	14		
ENSG00000237943.4	PRKCQ-AS1	processed_transcript	0.771896221	-0.055144795	0.025154908	0.115409382	0.019641654	0	0	0	0	8	15	24	15	14	7	17	29	16		
ENSG00000223478.1	RP11-545E17.3	antisense	-0.377897111	3.482239454	0.025293465	0.115811317	0.013320725	0	121	181	150	131	205	164	231	173	149	137	165	119		
ENSG00000279602.1	CTD-3014M21.1	TEC	-0.456338463	3.874778036	0.025885392	0.117742273	0.026341179	0	38	68	54	187	203	208	328	372	261	208	356	150		
ENSG00000260401.1	RP11-800A3.4	sense_overlapping	-0.433376641	3.171987961	0.02636226	0.119297476	0.01270527	0	218	368	406	64	71	85	94	91	77	60	78	56		
ENSG00000279088.1	RP11-574K11.24	TEC	0.681237339	0.706673356	0.026417511	0.119445584	0.014960633	0	25	24	33	15	15	22	18	10	22	20	35	26		
