Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2
ENSG00000260000.2	RP3-467N11.1	antisense	1.641283216	1.006130247	4.58E-06	8.39E-05	0.010120826	1	52	79	74	5	5	12	21	17	13	20	18	24
ENSG00000268403.2	CTD-2371O3.3	antisense	0.959112412	1.852520207	4.57E-06	8.39E-05	0.011476176	1	16	24	28	38	39	42	90	61	52	59	80	70
ENSG00000260804.3	PKI55	lincRNA	-0.710829939	2.904918871	5.10E-06	9.17E-05	0.007966382	-1	108	141	125	115	148	181	84	77	83	60	101	83
ENSG00000269834.3	CTD-3018O17.3	processed_transcript	-1.165939649	1.024861267	5.20E-06	9.32E-05	0.010865308	-1	0	1	0	33	58	44	51	49	39	15	25	14
ENSG00000272016.1	RP11-215G15.5	lincRNA	0.665947083	3.566399426	6.99E-06	0.000119801	0.010985883	1	6	6	7	176	174	220	200	157	177	219	334	269
ENSG00000253746.1	RP11-527N22.2	lincRNA	-1.163780902	1.266168991	7.87E-06	0.000132626	0.019348793	-1	2	0	0	33	57	84	56	52	41	16	32	21
ENSG00000234456.5	MAGI2-AS3	processed_transcript	1.118064813	0.981028347	9.16E-06	0.000151165	0.017035167	1	0	0	1	19	28	31	40	29	18	44	50	57
ENSG00000245910.6	SNHG6	processed_transcript	0.474525224	6.041224721	1.44E-05	0.000220098	0.007362392	1	1382	1567	1553	553	802	836	876	750	750	751	1039	928
ENSG00000269893.4	SNHG8	lincRNA	0.421249222	6.16093035	1.82E-05	0.000265815	0.005999311	1	714	1036	917	775	1085	1143	1066	1013	947	933	1478	1212
ENSG00000251257.2	CTD-2263F21.1	antisense	-0.880852559	1.86716878	1.95E-05	0.000282636	0.012502674	-1	0	0	0	66	88	108	79	67	67	45	53	29
ENSG00000267350.3	RP1-178F10.3	processed_transcript	-0.493655238	4.91249132	1.95E-05	0.000282636	0.006652625	-1	711	971	945	343	458	519	300	240	241	223	365	258
ENSG00000268858.2	RP4-591C20.9	antisense	-0.775842671	3.148752335	1.96E-05	0.000283809	0.008571	-1	244	379	373	76	108	110	69	76	58	46	62	46
ENSG00000242125.3	SNHG3	sense_intronic	0.48096716	6.123204933	2.11E-05	0.000299712	0.008081436	1	1003	1509	1472	695	763	1061	978	864	832	929	1289	940
ENSG00000214922.7	HLA-F-AS1	processed_transcript	-1.439681565	0.29572434	2.26E-05	0.000317577	0.012274786	-1	9	15	13	19	34	23	25	16	14	7	11	7
ENSG00000258929.4	RP11-58E21.3	lincRNA	-0.93529946	1.672357457	2.30E-05	0.000322734	0.011314928	-1	7	17	13	53	68	75	66	62	74	22	34	36
ENSG00000280239.1	CTB-50L17.8	TEC	-1.43696368	-0.119533405	2.57E-05	0.000354289	0.00544456	-1	8	8	10	18	26	29	5	5	6	6	9	9
ENSG00000272565.1	RP11-485G4.2	lincRNA	0.683271178	3.495891513	2.90E-05	0.00038942	0.012187603	1	260	284	294	96	138	140	90	71	97	148	199	190
ENSG00000260539.1	GLG1	lincRNA	-0.650427109	3.583567859	2.96E-05	0.00039534	0.01053601	-1	222	292	339	178	201	197	131	123	126	86	135	113
ENSG00000226137.4	BAIAP2-AS1	lincRNA	-0.730995651	3.316404748	3.02E-05	0.000403576	0.009650933	-1	241	411	376	91	139	131	87	82	89	56	78	61
ENSG00000263412.1	RP5-890E16.2	processed_transcript	1.835051557	0.434547967	3.22E-05	0.000425373	0.038670773	1	28	19	36	1	8	8	23	24	14	18	26	11
ENSG00000249550.4	LINC01234	lincRNA	0.557499067	3.582745617	3.35E-05	0.000438048	0.008260338	1	2	3	1	139	204	215	265	222	183	199	298	240
ENSG00000237021.2	RP3-486I3.7	lincRNA	1.842132545	0.055923221	3.53E-05	0.000458975	0.038041679	1	3	4	5	5	7	6	14	30	24	12	31	17
ENSG00000260589.1	STAM-AS1	antisense	1.625889281	0.198204763	3.59E-05	0.000466642	0.026371366	1	13	10	16	6	8	9	13	17	21	11	27	27
ENSG00000266709.1	MGC12916	lincRNA	-0.985287884	1.669279098	4.09E-05	0.000521288	0.021868869	-1	17	19	18	73	59	92	52	42	53	21	51	32
ENSG00000268941.2	RP5-907D15.4	lincRNA	-1.663179867	-0.604846986	6.18E-05	0.000737478	0.010030294	-1	0	1	2	14	19	17	8	7	10	3	8	3
ENSG00000241472.4	PTPRG-AS1	processed_transcript	0.636487612	3.411858643	6.23E-05	0.000742099	0.010938926	1	178	266	238	95	109	160	134	98	97	132	188	186
ENSG00000237517.6	DGCR5	antisense	-1.288669675	0.674750509	6.97E-05	0.000815627	0.011872555	-1	16	21	22	23	31	31	40	22	21	9	9	13
ENSG00000280202.1	RP5-1180D12.1	TEC	-0.785476959	1.522513232	0.000107242	0.001185847	0.008405	-1	20	24	20	50	81	70	42	35	32	27	48	30
ENSG00000270022.3	RNU12	lincRNA	0.857285182	2.647985527	0.000127487	0.001374288	0.024619078	1	18	27	18	75	68	90	132	140	85	118	176	92
ENSG00000204054.9	LINC00963	processed_transcript	-0.616554028	4.395918692	0.000146131	0.001533701	0.010751027	-1	716	1131	1129	120	189	176	137	114	136	70	130	86
ENSG00000246334.2	PRR7-AS1	antisense	-1.646629728	-0.085532396	0.0001915	0.001917529	0.037503505	-1	3	5	3	14	23	36	12	11	15	10	2	8
ENSG00000228889.4	UBAC2-AS1	lincRNA	1.229906406	0.597408357	0.000192269	0.001924021	0.013159538	1	22	35	43	8	10	15	15	13	15	23	31	16
ENSG00000257167.2	TMPO-AS1	antisense	-0.726168698	3.007152474	0.00019594	0.001957059	0.015589371	-1	132	202	213	108	131	159	90	94	82	83	75	55
ENSG00000275216.1	RP11-54H7.4	lincRNA	1.069906432	0.364036917	0.000226921	0.002215057	0.013943779	1	0	0	0	17	14	21	13	16	20	29	43	27
ENSG00000269044.2	CTC-429P9.3	sense_intronic	-1.001618335	1.217777537	0.000237818	0.002293287	0.023096412	-1	35	36	33	33	62	64	12	18	25	14	31	26
ENSG00000269825.1	CTD-3099C6.9	sense_intronic	-0.549579748	3.869336879	0.000243742	0.002336252	0.011683131	-1	140	169	174	234	299	384	213	158	188	137	214	210
ENSG00000273033.2	RP11-67L2.2	lincRNA	-0.659537532	2.242609355	0.000254264	0.002422516	0.009957868	-1	30	40	43	85	113	103	76	68	68	36	75	62
ENSG00000213468.3	FIRRE	lincRNA	0.975368415	1.963926532	0.000282233	0.002627624	0.016783068	1	95	167	118	17	24	24	44	36	48	36	35	43
ENSG00000254635.3	WAC-AS1	antisense	-0.532192632	4.530603637	0.000283678	0.002637989	0.011604065	-1	578	665	605	272	390	417	198	197	216	171	256	241
ENSG00000186594.10	MIR22HG	lincRNA	-0.476702991	3.437900172	0.000299763	0.002758549	0.006764786	-1	58	92	93	176	230	258	192	166	148	115	181	134
ENSG00000274627.1	RP11-104N10.2	sense_intronic	-0.732905083	2.673544254	0.000311494	0.002845113	0.013883697	-1	163	223	202	73	76	128	40	46	49	40	57	52
ENSG00000273320.1	RP11-22N19.2	antisense	1.196366087	0.660388683	0.000327075	0.002941303	0.021388635	1	11	19	17	9	19	11	29	28	29	19	45	18
ENSG00000223784.1	RP11-554I8.2	lincRNA	0.77144562	2.624857544	0.00033325	0.002982192	0.023742772	1	0	0	1	84	88	117	99	106	71	115	230	110
ENSG00000271936.1	RP11-443B20.1	antisense	-0.722326535	1.774729001	0.000419286	0.003567516	0.011346645	-1	27	39	39	66	73	98	40	36	30	43	55	31
ENSG00000275198.1	RP11-471B22.3	lincRNA	1.34141757	0.895862838	0.000421665	0.003583925	0.00803075	1	43	69	57	8	8	7	21	23	22	13	19	21
ENSG00000267904.1	CTC-429P9.5	sense_intronic	-1.226525097	0.059866117	0.000426424	0.00361858	0.011993261	-1	10	16	12	16	26	26	11	6	12	6	15	5
ENSG00000226380.5	MIR29B1	lincRNA	-0.504841267	3.698397699	0.000438817	0.003705237	0.01028217	-1	34	36	37	240	275	359	228	190	214	140	234	183
ENSG00000255455.2	RP11-890B15.3	lincRNA	-0.774347234	1.504380741	0.000480196	0.003981447	0.013031825	-1	17	27	28	53	64	88	35	32	23	26	36	45
ENSG00000234773.4	CTD-2666L21.1	lincRNA	-1.182850482	0.135610524	0.000554472	0.004503256	0.028206003	-1	2	0	1	21	31	39	10	9	20	7	19	10
ENSG00000270015.1	RP11-540B6.6	sense_intronic	-1.211921304	0.628768553	0.00055853	0.004520229	0.022227005	-1	32	42	26	21	27	33	14	15	11	15	12	4
ENSG00000246985.5	SOCS2-AS1	processed_transcript	1.150277709	0.909913202	0.000560939	0.004537416	0.017541693	1	48	53	58	9	18	10	20	10	13	13	35	27
ENSG00000264469.1	RP11-173M1.8	lincRNA	-1.002757911	0.922614304	0.000592633	0.004726507	0.017024228	-1	26	36	34	32	34	48	19	9	24	12	19	20
ENSG00000233461.3	RP11-295G20.2	antisense	0.765818902	1.829081866	0.000632203	0.004979692	0.01374628	1	39	44	59	37	31	52	58	41	53	49	80	56
ENSG00000279253.1	RP4-614O4.13	TEC	-1.102400717	0.247676517	0.000736644	0.005621458	0.014913679	-1	11	10	15	19	36	24	17	11	10	8	16	9
ENSG00000178977.3	LINC00324	lincRNA	-0.656398227	2.634365064	0.000740257	0.005638214	0.016635508	-1	34	16	34	111	147	162	99	99	99	80	87	70
ENSG00000203635.2	AC144450.2	lincRNA	-1.693269158	0.386787498	0.000783678	0.005917938	0.008519074	-1	44	53	52	8	15	14	7	5	5	5	1	4
ENSG00000274307.1	RP11-345J18.2	sense_intronic	-1.036785414	0.422003566	0.000836044	0.006233502	0.022368025	-1	0	0	0	18	37	41	32	20	21	7	24	11
ENSG00000269990.1	CTD-3074O7.12	lincRNA	-0.716001988	2.116502378	0.00087547	0.006445923	0.012080071	-1	77	126	100	51	68	78	45	56	48	32	51	25
ENSG00000248175.2	CTC-428G20.3	lincRNA	-1.106432371	0.948504581	0.000912246	0.006639863	0.018234958	-1	48	43	61	18	27	40	21	15	15	8	12	15
ENSG00000229771.2	RP4-644L1.2	lincRNA	-1.363707911	0.087465784	0.000984299	0.007057769	0.043528223	-1	0	0	0	18	40	17	19	25	17	9	11	6
ENSG00000264301.1	LINC01444	lincRNA	-0.841502226	0.903311426	0.001017909	0.007239599	0.012385736	-1	2	1	0	38	42	49	38	38	28	20	32	13
ENSG00000250903.6	GMDS-AS1	lincRNA	-0.564892704	2.683760991	0.001020843	0.007251177	0.009148739	-1	84	105	110	90	123	112	114	93	80	62	84	52
ENSG00000231638.1	AC011738.4	antisense	-1.404279382	-0.393529973	0.001029218	0.007284647	0.028099669	-1	0	0	0	14	12	28	17	13	8	7	7	4
ENSG00000260852.1	FBXL19-AS1	antisense	-1.026925726	0.903960475	0.00103729	0.007331032	0.012661476	-1	34	44	62	26	27	36	17	15	12	14	13	12
ENSG00000237187.6	NR2F1-AS1	antisense	-0.428571701	4.503004856	0.001100057	0.007683496	0.009471134	-1	1	2	4	338	546	479	540	490	422	255	349	301
ENSG00000233237.4	LINC00472	lincRNA	-0.547070522	2.413695331	0.001122908	0.007805411	0.009440077	-1	6	1	9	95	128	164	99	78	71	70	89	77
ENSG00000259623.1	RP11-156E6.1	sense_overlapping	0.408178467	5.459224317	0.001172611	0.00807331	0.009756388	1	582	745	730	482	606	694	645	476	573	542	790	791
ENSG00000241544.1	RP11-6F2.5	lincRNA	1.430612611	-0.464695578	0.001184185	0.008138904	0.013076958	1	0	0	0	7	4	6	12	17	15	12	19	11
ENSG00000260604.2	RP1-140K8.5	lincRNA	-2.036862646	0.726270138	0.001186255	0.008146097	0.010515439	-1	71	91	83	8	4	12	3	1	3	1	3	1
ENSG00000238117.1	AP004372.1	antisense	-1.074889588	0.859238416	0.00120225	0.008234613	0.031619671	-1	8	16	10	14	42	55	35	37	32	14	20	12
ENSG00000279059.1	RP11-257O5.2	TEC	1.023749699	0.630911691	0.001302296	0.008768567	0.011066088	1	30	45	44	16	12	11	8	4	11	20	27	25
ENSG00000226312.5	CFLAR-AS1	antisense	1.450882457	-0.386607782	0.001310768	0.008818451	0.01286128	1	0	1	0	5	5	6	14	22	17	10	16	14
ENSG00000260917.1	RP11-57H14.4	sense_overlapping	-0.655655651	1.931401389	0.001329123	0.008910496	0.011505546	-1	46	68	69	52	87	81	39	40	46	26	58	42
ENSG00000230615.4	RP5-1198O20.4	lincRNA	-1.07439963	0.438959374	0.001365671	0.009106952	0.009914737	-1	11	15	17	17	29	25	27	18	26	11	9	10
ENSG00000237978.3	RP11-385J1.2	antisense	1.519457105	0.461018158	0.001398388	0.00927073	0.007895042	1	42	58	60	0	5	6	8	10	8	7	14	8
ENSG00000264235.3	RP13-270P17.1	antisense	1.066712864	0.734817965	0.001461338	0.009580284	0.023198327	1	35	33	24	10	10	19	21	19	26	24	24	25
ENSG00000231025.1	RP11-175O19.4	antisense	-0.510455267	3.684781122	0.001464432	0.009596616	0.012383085	-1	243	291	325	167	216	252	144	107	148	95	163	144
ENSG00000279443.1	RP4-669K10.8	TEC	-1.35909835	-0.096464842	0.001618108	0.01037715	0.028939992	-1	13	34	22	10	18	21	2	2	5	4	11	2
ENSG00000272327.1	RP11-1002K11.1	lincRNA	0.574840748	2.934950062	0.001702945	0.010771236	0.016853703	1	0	1	0	100	140	145	148	107	105	117	186	212
ENSG00000224020.1	MIR181A2HG	antisense	1.342959648	-0.1273953	0.001783684	0.011173303	0.051448223	1	0	0	0	12	8	9	11	11	17	24	33	11
ENSG00000233220.3	LINC00167	lincRNA	1.333925702	-0.090716633	0.001837483	0.011415925	0.025882015	1	2	4	8	8	5	9	18	25	11	11	24	16
ENSG00000260526.1	RP11-73K9.2	antisense	1.144859699	0.22986932	0.001950734	0.011933151	0.013896427	1	20	17	17	7	13	7	15	20	13	16	19	19
ENSG00000261824.4	LINC00662	lincRNA	0.594711888	4.034621601	0.002004416	0.012215395	0.021399903	1	145	199	182	128	206	209	326	387	268	179	391	182
ENSG00000277534.1	RP11-9E17.1	sense_intronic	-0.615253731	2.78853428	0.002031953	0.012358716	0.012951949	-1	199	210	232	68	85	111	56	63	64	36	64	55
ENSG00000260708.1	CTA-29F11.1	antisense	0.807154331	1.192057139	0.00212643	0.012786706	0.013849783	1	21	40	41	12	26	27	45	32	34	33	45	24
ENSG00000175898.4	CTD-2369P2.2	lincRNA	-1.005341548	1.326153954	0.00218581	0.01307951	0.021633569	-1	46	80	79	34	28	25	32	31	33	17	11	11
ENSG00000203644.3	RP11-332M2.1	sense_intronic	0.602318738	2.825501727	0.00223566	0.013327683	0.013429257	1	189	229	193	53	56	78	78	71	61	63	91	101
ENSG00000258727.1	RP11-66N24.3	antisense	-1.25589211	0.118223812	0.002378541	0.013970087	0.029880877	-1	15	23	16	12	23	18	9	17	16	1	13	6
ENSG00000280106.1	CTC-523E23.3	TEC	-1.121222472	0.935122901	0.002402871	0.014082341	0.052422088	-1	24	20	36	33	36	46	34	8	30	16	16	15
ENSG00000270069.1	MIR222HG	lincRNA	-0.495071961	3.433310858	0.00248013	0.014423009	0.013524472	-1	8	2	2	185	260	280	207	187	197	123	153	181
ENSG00000267121.3	CTD-2020K17.1	antisense	-0.881410897	0.632751498	0.002664104	0.015242197	0.015162744	-1	2	2	1	28	29	39	30	29	39	12	23	12
ENSG00000263731.1	RP11-498C9.15	lincRNA	-0.449306456	4.161513037	0.002752623	0.015680985	0.012702076	-1	165	261	260	326	336	416	207	179	230	196	297	225
ENSG00000231298.4	LINC00704	lincRNA	0.375557294	5.448855772	0.002789311	0.015835355	0.010147899	1	2	3	1	603	766	954	858	647	610	782	943	944
ENSG00000261428.2	RP11-16P6.1	antisense	-1.235218234	0.595998883	0.002799784	0.015881414	0.053608201	-1	28	25	29	21	16	51	10	14	18	8	13	12
ENSG00000233593.4	RP4-665J23.1	lincRNA	1.090230838	0.101233099	0.002853805	0.016141804	0.015371263	1	5	14	7	7	8	14	21	19	14	17	27	12
ENSG00000265401.1	RP11-138I1.4	antisense	-1.487459946	0.058621207	0.002930945	0.016513548	0.0728301	-1	6	4	14	21	22	20	7	22	23	8	6	6
ENSG00000224897.4	POT1-AS1	antisense	1.011571122	0.098405517	0.002962181	0.016654143	0.011525475	1	4	3	2	9	13	11	21	16	24	18	20	22
ENSG00000271533.1	RP3-368A4.6	sense_intronic	-0.950488312	2.240470432	0.003042106	0.016995418	0.029895135	-1	206	177	233	21	39	59	21	22	28	14	19	21
ENSG00000204261.6	PSMB8-AS1	lincRNA	-0.745586055	0.962977018	0.003245202	0.017782375	0.012993422	-1	1	3	1	42	43	49	33	39	31	25	30	17
ENSG00000273301.1	RP11-314B1.2	lincRNA	0.794830917	1.431146101	0.003255061	0.017816054	0.029369612	1	3	7	8	37	44	40	34	37	40	40	63	87
ENSG00000263470.1	RP11-160O5.1	lincRNA	-0.589638622	1.906722417	0.003329732	0.018124998	0.009283944	-1	15	23	15	60	76	72	94	68	75	40	44	40
ENSG00000213971.5	RP11-15H20.6	processed_transcript	-0.711402695	2.041542387	0.003507738	0.018886726	0.015708866	-1	108	152	130	43	44	63	49	23	35	16	38	29
ENSG00000275632.1	RP5-967N21.11	lincRNA	-1.250472694	-0.170626007	0.003603915	0.019300538	0.018896846	-1	15	15	14	11	17	26	6	3	7	5	5	10
ENSG00000238258.1	RP11-342D11.2	antisense	-0.954444416	0.224904184	0.003650289	0.019477513	0.00989791	-1	8	3	4	18	24	32	22	17	19	10	10	14
ENSG00000280206.1	CTB-193M12.5	TEC	-0.489578436	2.808103938	0.003661132	0.019514996	0.008156107	-1	123	173	162	75	121	134	97	67	75	55	83	72
ENSG00000167912.5	RP11-25K19.1	antisense	-0.771775798	0.896923006	0.003806729	0.020135925	0.01972186	-1	0	0	0	41	40	55	46	26	20	17	30	25
ENSG00000255310.2	AF131215.2	sense_intronic	-0.720633434	1.395545367	0.004235802	0.021888877	0.016408952	-1	46	41	50	38	44	71	31	23	17	24	35	24
ENSG00000255647.3	CTD-2373J6.2	processed_transcript	1.087605865	-0.036394232	0.004356927	0.022376713	0.019667751	1	9	10	8	3	9	14	14	12	19	10	23	17
ENSG00000246228.4	CASC8	antisense	0.448276245	2.734354137	0.004404223	0.022554101	0.009682303	1	5	17	16	90	113	142	104	103	92	125	179	119
ENSG00000225377.3	NRSN2-AS1	antisense	-0.846055554	1.350821328	0.004680699	0.023696628	0.010486111	-1	73	100	88	26	22	34	23	19	15	14	19	8
ENSG00000272913.1	RP11-440D17.3	lincRNA	-0.782505034	2.217784183	0.00480075	0.024118957	0.030353256	-1	74	137	163	51	80	51	67	59	44	32	45	19
ENSG00000260565.4	ERVK13-1	processed_transcript	-0.646073359	2.240905479	0.004922008	0.024627065	0.010815369	-1	126	152	182	42	55	69	38	38	46	27	38	30
ENSG00000214049.6	UCA1	processed_transcript	0.913579481	-0.357972266	0.005037897	0.025080718	0.009367685	1	1	2	0	8	11	14	8	4	9	17	19	20
ENSG00000233895.1	RP1-122P22.2	lincRNA	-0.964099259	0.744337361	0.005049451	0.025114667	0.027082322	-1	25	33	23	17	37	36	27	26	9	9	17	15
ENSG00000236901.4	MIR600HG	sense_intronic	-0.611905679	2.047671717	0.005063365	0.025168135	0.009990522	-1	91	134	153	45	57	66	35	24	29	28	45	26
ENSG00000260822.1	GS1-358P8.4	sense_overlapping	-0.480345415	4.332187338	0.005214301	0.025741466	0.010065363	-1	901	1037	1137	100	138	130	106	80	94	65	89	83
ENSG00000280347.1	AC000123.2	TEC	-0.758419563	1.637786372	0.005256851	0.025911325	0.01892769	-1	85	72	106	33	52	45	24	30	22	18	28	23
ENSG00000262251.1	RP11-199F11.2	sense_intronic	0.752795482	1.081533458	0.005581517	0.027099421	0.015767456	1	22	32	25	11	30	25	43	35	26	29	47	24
ENSG00000273680.1	RP11-996F15.6	antisense	-0.808636294	0.56315122	0.00562021	0.027238244	0.006850903	-1	15	17	13	23	31	26	23	24	23	11	17	13
ENSG00000261455.1	LINC01003	lincRNA	-0.469452819	2.683319782	0.005882458	0.028199998	0.007854042	-1	97	161	129	87	102	113	89	75	74	61	75	60
ENSG00000233521.3	RP5-1172A22.1	lincRNA	0.755298657	0.800400056	0.005969393	0.028513665	0.020452934	1	0	0	0	26	21	29	38	28	20	41	38	36
ENSG00000244041.5	LINC01011	lincRNA	1.053641867	0.736238092	0.00620821	0.029267801	0.018195795	1	46	45	45	8	9	11	14	23	20	10	24	19
ENSG00000276170.2	AC124789.1	processed_transcript	-0.52915458	2.789924062	0.006233378	0.029325627	0.018337273	-1	0	0	1	132	142	183	150	132	118	88	137	63
ENSG00000279348.1	RP11-566E18.1	TEC	-0.492229831	2.526716952	0.006355423	0.029744402	0.012094335	-1	73	62	74	89	129	132	68	67	67	53	91	80
ENSG00000279086.1	RP11-667F14.1	TEC	1.153050415	-0.127626033	0.006430931	0.03004865	0.031878969	1	0	0	0	9	9	7	22	14	24	17	25	9
ENSG00000268613.1	CTD-2620I22.7	lincRNA	-0.805070159	0.220043317	0.006846336	0.031528814	0.006428697	-1	0	0	1	20	26	34	22	16	20	10	17	14
ENSG00000253200.1	RP11-582J16.5	antisense	-0.979885139	0.292203364	0.006976544	0.031943537	0.026829931	-1	21	13	20	16	32	30	4	10	12	10	12	13
ENSG00000197182.10	MIRLET7BHG	lincRNA	-0.660810342	1.915252693	0.007006579	0.032044173	0.019549462	-1	45	74	64	61	70	51	76	48	49	37	37	30
ENSG00000225339.3	RP11-513I15.6	processed_transcript	-0.878998842	0.781283999	0.007017976	0.032087076	0.019052925	-1	23	31	36	20	23	32	31	30	19	6	24	7
ENSG00000259932.1	CTD-2651B20.7	sense_intronic	0.76146985	1.478147868	0.00708265	0.032327035	0.028675696	1	10	23	19	29	28	39	53	48	61	39	80	31
