Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2		
ENSG00000269728.1	RP11-145M9.4	lincRNA	4.263675934	5.243292505	3.62E-157	1.10E-155	0.009130162	1	42	53	47	545	738	889	672	601	574	529	779	769		
ENSG00000280002.1	RP11-76C10.6	TEC	7.273965688	3.307492376	2.19E-136	5.58E-135	0.00820666	1	2	1	2	181	222	257	196	175	138	125	192	150		
ENSG00000231131.4	LINC01468	lincRNA	-11.87847876	2.986798839	4.74E-134	1.19E-132	0.016972858	-1	480	507	572	0	0	0	0	0	0	0	2	1		
ENSG00000256151.1	RP11-76C10.5	lincRNA	7.042645612	3.424768226	1.37E-131	3.32E-130	0.008868434	1	3	1	2	179	212	277	208	203	183	144	199	162		
ENSG00000225383.4	SFTA1P	lincRNA	9.271774844	4.375887243	4.09E-125	9.39E-124	0.011268069	1	0	0	1	160	239	299	188	143	121	612	852	761		
ENSG00000249550.4	LINC01234	lincRNA	6.781709143	3.582745617	5.82E-121	1.28E-119	0.008260338	1	2	3	1	139	204	215	265	222	183	199	298	240		
ENSG00000224738.1	AC099850.1	antisense	-5.338967272	3.229479294	2.78E-115	5.69E-114	0.015142721	-1	413	733	638	9	13	12	17	6	13	5	12	10		
ENSG00000248663.4	LINC00992	lincRNA	-11.05560286	2.226440511	1.09E-113	2.21E-112	0.012769215	-1	244	356	292	0	0	0	0	0	0	0	1	0		
ENSG00000203706.6	SERTAD4-AS1	antisense	5.000465069	3.143531853	1.56E-112	3.12E-111	0.008511247	1	5	7	14	159	253	257	183	147	136	88	131	98		
ENSG00000278730.1	LINC00674	lincRNA	-2.151659373	6.46597985	4.53E-109	8.71E-108	0.005697802	-1	3259	4111	4284	570	705	795	689	608	574	485	688	558		
ENSG00000223573.4	TINCR	lincRNA	-9.075642669	3.016625258	1.06E-107	2.02E-106	0.024683596	-1	345	736	542	0	0	2	0	0	1	1	4	0		
ENSG00000270069.1	MIR222HG	lincRNA	6.199407775	3.433310858	4.15E-107	7.82E-106	0.013524472	1	8	2	2	185	260	280	207	187	197	123	153	181		
ENSG00000224184.3	AC096559.1	lincRNA	10.56122209	3.091535582	9.76E-107	1.83E-105	0.009592795	1	0	0	0	131	184	184	245	230	171	77	104	81		
ENSG00000262160.1	RP11-96D1.11	antisense	-5.68497967	2.914654778	2.81E-106	5.23E-105	0.016706538	-1	453	498	483	4	10	8	3	2	3	0	7	3		
ENSG00000254251.1	RP11-662G23.1	antisense	-10.6488916	1.853123329	1.48E-102	2.61E-101	0.010404951	-1	182	260	231	0	0	0	0	0	0	0	1	0		
ENSG00000223808.1	RP11-428L9.2	lincRNA	-10.60694107	1.812065366	3.42E-102	6.00E-101	0.009913438	-1	179	245	229	0	0	0	0	0	0	0	0	0		
ENSG00000276483.1	CTC-543D15.7	lincRNA	8.149514951	3.087123481	1.61E-101	2.81E-100	0.01313105	1	0	2	0	154	180	204	121	105	140	143	185	166		
ENSG00000232774.5	FLJ22447	lincRNA	5.592868447	3.682658161	1.70E-101	2.96E-100	0.011885397	1	4	7	5	186	197	236	340	273	248	162	219	227		
ENSG00000237523.1	LINC00857	lincRNA	8.030465067	3.021239973	6.52E-100	1.12E-98	0.011843808	1	0	1	1	148	146	201	165	130	151	107	163	127		
ENSG00000267280.3	TBX2-AS1	antisense	-9.350763771	2.519717196	1.06E-99	1.80E-98	0.021014263	-1	237	466	417	0	0	1	1	1	0	0	1	0		
ENSG00000232803.1	SLCO4A1-AS1	antisense	8.02806625	3.12539115	1.15E-95	1.85E-94	0.013352441	1	0	2	0	114	210	176	240	195	158	104	140	105		
ENSG00000272016.1	RP11-215G15.5	lincRNA	5.231223816	3.566399426	1.90E-95	3.07E-94	0.010985883	1	6	6	7	176	174	220	200	157	177	219	334	269		
ENSG00000227036.4	LINC00511	lincRNA	3.815739507	4.468707712	1.82E-94	2.90E-93	0.012071597	1	30	48	28	328	390	459	499	471	356	330	405	299		
ENSG00000274173.1	RP4-568C11.4	lincRNA	-8.840893712	2.787772684	5.60E-93	8.81E-92	0.027922955	-1	455	488	382	0	1	1	6	4	0	0	0	2		
ENSG00000226167.1	AP4B1-AS1	antisense	-10.3807728	1.610619895	3.12E-88	4.65E-87	0.011494605	-1	142	225	194	0	0	0	1	0	0	0	0	0		
ENSG00000233117.2	LINC00702	lincRNA	10.24056098	2.393081602	6.53E-88	9.66E-87	0.010937518	1	0	0	0	92	159	151	88	90	93	54	83	63		
ENSG00000261716.1	RP11-196G18.22	sense_overlapping	-3.631976599	3.461870161	5.33E-86	7.70E-85	0.0133083	-1	559	618	674	29	39	51	38	30	31	16	37	34		
ENSG00000205181.5	LINC00654	lincRNA	8.39791554	2.745106843	9.38E-83	1.29E-81	0.0116608	1	0	0	1	92	149	137	137	157	132	84	131	87		
ENSG00000240476.1	LINC00973	lincRNA	8.488766724	2.919817889	2.95E-81	3.96E-80	0.014322011	1	0	0	1	130	123	143	193	147	127	116	138	124		
ENSG00000276170.2	AC124789.1	processed_transcript	8.682459007	2.789924062	7.05E-81	9.41E-80	0.018337273	1	0	0	1	132	142	183	150	132	118	88	137	63		
ENSG00000251003.5	ZFPM2-AS1	processed_transcript	5.258002914	3.000260102	4.71E-80	6.20E-79	0.011446562	1	2	7	5	109	175	150	150	146	160	122	162	131		
ENSG00000260822.1	GS1-358P8.4	sense_overlapping	-2.726671732	4.332187338	4.77E-80	6.28E-79	0.010065363	-1	901	1037	1137	100	138	130	106	80	94	65	89	83		
ENSG00000247271.4	ZBED5-AS1	antisense	3.159158809	3.973145917	1.73E-79	2.26E-78	0.009462985	1	28	57	47	249	339	337	289	300	245	213	295	213		
ENSG00000226380.5	MIR29B1	lincRNA	3.363780672	3.698397699	4.00E-79	5.16E-78	0.01028217	1	34	36	37	240	275	359	228	190	214	140	234	183		
ENSG00000218416.4	PP14571	processed_transcript	-8.053383143	1.321537725	1.54E-78	1.97E-77	0.009301542	-1	126	166	155	0	1	0	0	1	0	0	0	0		
ENSG00000269821.1	KCNQ1OT1	antisense	-2.885596321	5.137916015	8.48E-77	1.06E-75	0.013350222	-1	1791	1762	1965	138	219	248	146	128	125	139	166	171		
ENSG00000197308.6	GATA3-AS1	lincRNA	-8.955457874	2.158656882	3.84E-75	4.70E-74	0.028087712	-1	174	388	293	0	1	0	0	0	0	0	1	1		
ENSG00000272327.1	RP11-1002K11.1	lincRNA	8.428057011	2.934950062	9.91E-75	1.21E-73	0.016853703	1	0	1	0	100	140	145	148	107	105	117	186	212		
ENSG00000248890.1	HHIP-AS1	antisense	6.798923753	2.536469392	1.01E-74	1.23E-73	0.008923349	1	0	1	2	74	119	107	115	106	88	105	131	108		
ENSG00000172965.12	MIR4435-1HG	lincRNA	2.047726938	6.159882642	2.36E-74	2.86E-73	0.007343329	1	263	482	425	944	1389	1456	1429	1302	1157	870	1325	956		
ENSG00000233237.4	LINC00472	lincRNA	4.89390671	2.413695331	5.92E-74	7.13E-73	0.009440077	1	6	1	9	95	128	164	99	78	71	70	89	77		
ENSG00000278709.1	RP5-1059L7.1	antisense	-3.563921686	2.419777379	9.34E-72	1.10E-70	0.009915149	-1	219	330	279	10	22	23	26	19	18	14	27	18		
ENSG00000126005.13	MMP24-AS1	antisense	3.243440158	5.163121078	1.56E-71	1.82E-70	0.016278667	1	57	103	122	577	737	759	765	689	601	459	718	360		
ENSG00000215256.3	DHRS4-AS1	antisense	-2.899611895	3.259714905	1.91E-71	2.23E-70	0.009592038	-1	405	494	498	41	49	58	61	44	36	36	57	49		
ENSG00000253161.3	RP11-150O12.1	lincRNA	8.29048183	2.234012256	2.42E-70	2.78E-69	0.016820854	1	0	1	0	90	111	150	133	92	86	38	55	26		
ENSG00000263753.4	LINC00667	lincRNA	3.270670471	3.588073954	4.10E-68	4.52E-67	0.011246802	1	18	39	39	201	254	271	230	183	177	152	281	167		
ENSG00000278291.1	RP11-172H24.4	antisense	-4.160436	1.918488533	1.09E-67	1.19E-66	0.01063232	-1	162	243	216	7	10	10	12	5	4	8	16	6		
ENSG00000256802.2	RP11-680F8.1	antisense	5.509572224	2.094921492	1.81E-67	1.97E-66	0.015632236	1	1	5	4	102	129	141	73	86	51	28	58	34		
ENSG00000235884.3	LINC00941	lincRNA	7.489754215	2.483913375	5.08E-66	5.40E-65	0.01956696	1	1	0	1	96	106	140	102	92	78	61	158	95		
ENSG00000182165.15	TP53TG1	lincRNA	-4.644219059	2.49200802	2.65E-65	2.78E-64	0.021303391	-1	215	441	331	13	8	9	14	11	13	9	10	8		
ENSG00000247134.4	RP11-11N9.4	lincRNA	9.718825143	2.456016866	2.57E-64	2.65E-63	0.013092074	1	0	0	0	65	100	115	126	118	90	66	138	91		
ENSG00000259527.2	LINC00052	lincRNA	-10.38965308	1.627860859	4.41E-64	4.52E-63	0.026275749	-1	143	173	247	0	0	0	1	0	1	0	3	0		
ENSG00000249859.5	PVT1	lincRNA	-2.167877907	4.433445811	2.77E-63	2.79E-62	0.008235787	-1	742	1085	948	133	171	181	184	148	134	123	191	121		
ENSG00000251257.2	CTD-2263F21.1	antisense	9.627890102	1.86716878	5.25E-62	5.18E-61	0.012502674	1	0	0	0	66	88	108	79	67	67	45	53	29		
ENSG00000251574.4	RP11-6N13.1	lincRNA	-8.256444343	1.491095661	2.21E-61	2.17E-60	0.024727059	-1	167	156	184	0	1	0	0	0	0	0	0	0		
ENSG00000255090.3	RP11-820L6.1	lincRNA	9.51082311	2.118846936	8.65E-60	8.22E-59	0.011196463	1	0	0	0	73	88	78	99	84	97	50	75	69		
ENSG00000229124.4	VIM-AS1	antisense	4.114299208	2.632752073	3.22E-58	3.00E-57	0.012212731	1	5	11	10	101	106	152	126	90	113	87	131	97		
ENSG00000228065.8	LINC01515	lincRNA	-6.181333795	0.866840403	3.34E-58	3.11E-57	0.007736182	-1	83	116	107	0	1	2	1	0	2	0	2	2		
ENSG00000261786.1	RP4-555D20.2	lincRNA	8.251273689	1.716428312	1.94E-57	1.78E-56	0.027716329	1	0	1	0	82	115	146	30	23	24	29	35	61		
ENSG00000204054.9	LINC00963	processed_transcript	-2.264795203	4.395918692	1.89E-56	1.71E-55	0.010751027	-1	716	1131	1129	120	189	176	137	114	136	70	130	86		
ENSG00000232759.1	AC002480.3	antisense	7.535719292	1.897300502	3.37E-56	3.02E-55	0.008380106	1	1	0	0	56	80	71	71	68	72	49	80	64		
ENSG00000269609.3	RPARP-AS1	processed_transcript	-2.787218726	2.976958593	4.38E-56	3.93E-55	0.010921842	-1	282	401	386	39	36	46	61	39	36	51	59	43		
ENSG00000225684.3	FAM225B	lincRNA	5.865970523	1.375304493	9.71E-56	8.62E-55	0.007826543	1	0	3	1	51	69	83	51	48	46	20	24	29		
ENSG00000272695.1	GAS6-AS2	lincRNA	5.631993864	2.763286422	1.30E-55	1.15E-54	0.025636604	1	8	2	0	112	108	193	167	101	102	87	125	121		
ENSG00000223784.1	RP11-554I8.2	lincRNA	8.021904347	2.624857544	2.25E-55	1.98E-54	0.023742772	1	0	0	1	84	88	117	99	106	71	115	230	110		
ENSG00000249867.3	RP11-115J23.1	lincRNA	9.549735276	2.155192727	3.49E-55	3.06E-54	0.017036684	1	0	0	0	67	66	115	86	82	65	75	88	89		
ENSG00000279207.1	RP11-159D12.8	TEC	-2.875557908	3.535717888	7.26E-55	6.33E-54	0.015757779	-1	584	634	566	56	60	78	41	29	34	34	64	57		
ENSG00000240498.4	CDKN2B-AS1	antisense	-9.830742535	1.095966664	1.01E-54	8.80E-54	0.023263842	-1	125	136	115	0	0	0	0	0	0	0	0	0		
ENSG00000222041.8	LINC00152	lincRNA	2.31385246	5.804305665	1.63E-54	1.41E-53	0.012657376	1	180	313	297	823	1095	1142	1161	1079	871	740	1054	584		
ENSG00000170846.13	AC093323.3	lincRNA	-1.975604082	4.337429607	1.02E-53	8.71E-53	0.008062135	-1	658	921	883	139	151	202	169	131	141	131	179	148		
ENSG00000249042.3	CTD-2015H6.3	antisense	-2.627661277	3.156800321	1.04E-53	8.93E-53	0.01107919	-1	344	411	448	48	53	52	50	45	57	43	67	59		
ENSG00000246228.4	CASC8	antisense	3.515746723	2.734354137	9.12E-53	7.67E-52	0.009682303	1	5	17	16	90	113	142	104	103	92	125	179	119		
ENSG00000261183.3	RP11-532F12.5	antisense	-6.911136306	1.527183168	1.82E-52	1.52E-51	0.030966496	-1	101	228	191	1	2	0	1	4	0	0	1	1		
ENSG00000237975.4	FLG-AS1	antisense	6.848921725	1.953742803	3.04E-52	2.52E-51	0.015165413	1	0	1	1	68	58	92	99	75	65	48	78	53		
ENSG00000233251.5	AC007743.1	antisense	-9.486139448	0.809443746	4.78E-52	3.96E-51	0.015152446	-1	68	123	112	0	0	0	0	0	1	0	0	0		
ENSG00000272189.1	RP3-325F22.5	antisense	-9.186877567	0.539132418	2.42E-51	1.98E-50	0.007219908	-1	66	92	86	0	0	0	0	0	0	0	1	0		
ENSG00000278231.1	RP5-906C1.1	lincRNA	-9.21336006	0.561324959	5.55E-51	4.51E-50	0.008355466	-1	71	90	87	0	0	0	1	0	0	0	0	0		
ENSG00000228742.7	RP5-884M6.1	lincRNA	9.271238247	2.063237523	3.55E-50	2.84E-49	0.013794123	1	0	0	0	47	78	80	92	77	78	69	111	57		
ENSG00000241111.1	PRICKLE2-AS1	antisense	-6.487667264	1.116091611	9.78E-50	7.74E-49	0.023034436	-1	125	124	124	1	1	1	3	0	0	0	1	1		
ENSG00000231419.4	LINC00689	processed_transcript	-9.222550057	0.57265038	1.14E-49	8.98E-49	0.009861571	-1	62	101	88	0	0	0	0	0	0	0	0	1		
ENSG00000204876.4	AC021218.2	lincRNA	6.062087012	1.623437958	2.33E-49	1.82E-48	0.009172307	1	0	2	1	51	67	61	82	62	70	33	37	38		
ENSG00000260761.1	RP11-184E9.2	lincRNA	9.208472513	1.771441244	1.58E-48	1.22E-47	0.013863735	1	0	0	0	47	71	78	62	61	46	47	69	80		
ENSG00000269416.3	LINC01224	lincRNA	9.267393967	1.914422614	2.01E-48	1.55E-47	0.016058647	1	0	0	0	46	71	88	92	64	62	70	72	55		
ENSG00000250986.1	AC141928.1	lincRNA	-7.752317888	1.067309749	3.40E-48	2.62E-47	0.025949431	-1	75	142	153	1	0	0	1	0	0	0	0	0		
ENSG00000260711.2	RP11-747H7.3	sense_intronic	-9.528162209	0.830307269	4.71E-48	3.60E-47	0.022785447	-1	90	92	125	0	0	0	0	0	0	0	0	0		
ENSG00000249641.2	HOXC13-AS	antisense	-7.212844703	0.578502028	5.31E-48	4.05E-47	0.010224411	-1	63	102	86	1	0	0	0	1	0	0	0	0		
ENSG00000230487.5	PSMG3-AS1	lincRNA	-2.610059271	2.660869023	5.93E-48	4.52E-47	0.010997173	-1	226	369	321	34	38	45	43	26	24	22	23	20		
ENSG00000262074.4	SNORD3B-2	lincRNA	3.945654966	5.009585015	1.32E-47	1.00E-46	0.036341593	1	22	63	61	588	491	612	720	687	548	436	766	299		
ENSG00000235180.1	LINC00601	lincRNA	9.167553482	1.869449077	1.61E-47	1.22E-46	0.014017525	1	0	0	0	62	56	70	76	77	73	61	69	53		
ENSG00000206195.8	DUXAP8	processed_transcript	-3.542453743	2.021391618	1.74E-47	1.31E-46	0.01791705	-1	190	264	194	8	16	20	12	13	10	3	8	12		
ENSG00000255774.1	AP000439.3	lincRNA	-9.643623356	0.945983899	3.17E-47	2.38E-46	0.027379336	-1	82	156	100	0	0	0	0	0	0	0	0	0		
ENSG00000265702.1	RP11-156L14.1	antisense	-6.985993963	1.11450475	4.26E-47	3.19E-46	0.028600374	-1	111	161	100	0	1	1	0	1	0	2	2	3		
ENSG00000247240.5	UBL7-AS1	antisense	-2.832425587	2.099787585	2.26E-46	1.66E-45	0.009767051	-1	161	231	217	19	20	28	22	23	12	12	27	15		
ENSG00000253414.2	RP11-150O12.6	sense_intronic	4.311567542	1.353407759	3.55E-46	2.59E-45	0.005601938	1	3	7	2	51	67	76	49	42	40	25	31	26		
ENSG00000259673.3	IQCH-AS1	lincRNA	-2.556979237	2.500568514	4.97E-46	3.62E-45	0.009549127	-1	219	286	249	29	33	39	38	28	36	27	32	27		
ENSG00000273132.1	RP11-350J20.12	antisense	7.508872398	2.421886547	3.11E-44	2.20E-43	0.049954194	1	0	0	2	92	141	112	137	113	83	58	122	31		
ENSG00000275234.1	CTD-2396E7.11	antisense	-8.979686179	0.376597446	1.25E-43	8.78E-43	0.010795962	-1	60	83	68	0	0	0	0	1	1	0	2	0		
ENSG00000224984.1	RP11-524H19.2	antisense	-9.291455993	0.615529085	1.59E-43	1.11E-42	0.021570899	-1	85	82	92	0	0	0	0	0	0	0	0	0		
ENSG00000250072.3	CTC-529P8.1	lincRNA	9.10750787	1.219376623	2.30E-43	1.60E-42	0.01798445	1	0	0	0	49	60	73	57	51	27	14	25	24		
ENSG00000272455.1	RP4-758J18.13	lincRNA	-3.921697339	1.2004455	2.41E-43	1.68E-42	0.011605342	-1	84	134	137	7	6	5	7	3	3	5	10	5		
ENSG00000261437.1	RP11-22C11.2	antisense	-6.762595749	0.872864212	6.22E-43	4.29E-42	0.028021924	-1	108	97	109	0	0	2	0	0	0	0	0	0		
ENSG00000227372.8	TP73-AS1	antisense	8.905025587	1.430690741	9.61E-43	6.59E-42	0.010739817	1	0	0	0	35	58	66	49	41	40	38	73	42		
ENSG00000205885.5	C1RL-AS1	antisense	8.965839342	1.355656779	2.27E-42	1.54E-41	0.013988763	1	0	0	0	37	60	69	44	41	53	34	50	30		
ENSG00000163364.7	LINC01116	lincRNA	2.563611727	3.735018399	1.72E-41	1.15E-40	0.014553	1	41	68	43	183	205	325	185	169	186	223	334	263		
ENSG00000258168.3	RP11-588H23.3	antisense	6.508272937	1.598366821	6.18E-41	4.11E-40	0.02033085	1	1	0	1	41	48	86	64	57	37	41	68	54		
ENSG00000261324.2	RP11-174G6.5	sense_overlapping	-4.457065975	1.820751745	1.30E-40	8.57E-40	0.03243522	-1	203	182	166	6	4	10	18	11	10	9	7	12		
ENSG00000257337.4	RP11-983P16.4	antisense	-2.953531026	2.407036944	1.50E-40	9.93E-40	0.018117426	-1	253	262	264	23	27	30	18	23	23	18	15	24		
ENSG00000203288.3	RP11-98D18.9	antisense	-3.023950014	1.813724056	1.72E-40	1.14E-39	0.01192836	-1	133	196	148	11	19	16	22	14	13	18	22	21		
ENSG00000258297.1	RP11-658F2.8	antisense	-3.203298418	1.747667582	2.97E-40	1.95E-39	0.015965196	-1	161	174	175	10	12	22	11	11	11	5	5	10		
ENSG00000223764.2	RP11-54O7.3	lincRNA	-6.113551314	0.80521195	3.32E-40	2.18E-39	0.024524042	-1	61	113	123	2	0	1	1	0	0	0	2	0		
ENSG00000234155.1	RP11-30P6.6	lincRNA	6.174646688	1.368529131	4.01E-40	2.62E-39	0.007650029	1	2	0	0	43	44	50	46	40	41	39	61	54		
ENSG00000231574.3	RP11-91K9.1	lincRNA	-7.729517237	1.044533836	4.68E-40	3.06E-39	0.040660582	-1	93	174	93	0	1	0	0	1	2	0	0	0		
ENSG00000242086.6	LINC00969	lincRNA	-2.733588729	2.156694677	4.93E-40	3.22E-39	0.012604027	-1	178	207	231	20	29	24	17	21	26	20	24	17		
ENSG00000237870.4	AC073130.1	processed_transcript	7.406140553	1.62337979	1.03E-39	6.72E-39	0.028365664	1	1	0	0	57	47	85	59	45	44	45	50	71		
ENSG00000253746.1	RP11-527N22.2	lincRNA	6.488378466	1.266168991	3.40E-39	2.19E-38	0.019348793	1	2	0	0	33	57	84	56	52	41	16	32	21		
ENSG00000250508.1	RP11-757G1.6	lincRNA	6.915630566	0.553110224	1.29E-38	8.18E-38	0.008246078	1	0	0	1	31	55	49	16	13	16	13	22	17		
ENSG00000234494.5	AC003665.1	antisense	-2.234852624	2.454514381	1.65E-38	1.04E-37	0.00930368	-1	221	261	263	37	39	49	27	21	21	20	30	23		
ENSG00000177410.10	ZFAS1	antisense	-1.739320574	6.401281193	4.16E-38	2.62E-37	0.011746684	-1	2845	3567	2704	528	903	757	872	778	660	611	944	831		
ENSG00000244468.1	RP11-206M11.7	antisense	-3.489292595	1.187142699	5.98E-38	3.75E-37	0.010729448	-1	92	126	99	6	8	8	12	7	9	10	11	9		
ENSG00000266869.1	RP6-114E22.1	lincRNA	-8.677381352	0.091427994	1.13E-37	7.01E-37	0.008160756	-1	49	62	60	0	0	0	0	0	0	0	0	0		
ENSG00000225489.4	RP11-390F4.3	lincRNA	-4.501726905	0.787295158	1.33E-37	8.23E-37	0.01423152	-1	78	103	87	5	3	1	2	0	2	1	5	8		
ENSG00000250697.1	CTD-2066L21.3	lincRNA	7.220502502	1.68019156	1.43E-37	8.88E-37	0.024556082	1	0	1	0	48	46	72	64	45	42	46	109	55		
ENSG00000269834.3	CTD-3018O17.3	processed_transcript	6.918498459	1.024861267	1.61E-37	9.96E-37	0.010865308	1	0	1	0	33	58	44	51	49	39	15	25	14		
ENSG00000267750.3	AC003102.3	antisense	-3.204008297	1.36392113	4.23E-37	2.59E-36	0.012970781	-1	97	149	131	4	17	11	9	11	4	7	7	10		
ENSG00000230091.4	TMEM254-AS1	antisense	-4.021814111	1.090001184	8.45E-37	5.14E-36	0.020485707	-1	73	130	135	1	8	7	3	5	1	3	3	6		
ENSG00000232638.1	RP11-379F12.4	lincRNA	-7.212884814	0.58846228	8.58E-37	5.21E-36	0.028778724	-1	52	116	86	0	1	0	0	0	0	1	0	0		
ENSG00000273853.1	RP11-438D14.3	sense_intronic	-9.495790709	0.779500868	1.23E-36	7.47E-36	0.046312179	-1	114	93	86	0	0	0	0	0	0	0	0	0		
ENSG00000260065.1	CTA-445C9.15	lincRNA	3.384108254	1.686734335	2.74E-36	1.65E-35	0.011218133	1	12	7	9	72	77	84	65	48	53	31	35	38		
ENSG00000273812.1	WI2-87327B8.2	lincRNA	6.976191123	1.437460029	2.76E-36	1.66E-35	0.016239494	1	0	1	0	32	58	51	80	67	48	31	50	25		
ENSG00000244219.4	GS1-259H13.2	lincRNA	8.990443803	1.784797587	2.92E-36	1.76E-35	0.028474031	1	0	0	0	45	73	49	71	81	67	59	82	37		
ENSG00000225205.3	AC093818.1	antisense	5.236696403	1.18816484	3.64E-36	2.18E-35	0.005787054	1	1	0	3	34	49	48	41	42	39	30	48	35		
ENSG00000186594.10	MIR22HG	lincRNA	1.796246596	3.437900172	4.07E-36	2.44E-35	0.006764786	1	58	92	93	176	230	258	192	166	148	115	181	134		
ENSG00000279041.1	CTD-2373N4.3	TEC	-5.9960196	0.253796192	5.88E-36	3.52E-35	0.010289098	-1	47	68	74	2	0	0	0	0	0	1	2	1		
ENSG00000260274.1	RP11-817O13.8	lincRNA	-3.650376479	1.465498127	9.59E-36	5.71E-35	0.021891868	-1	87	170	148	2	11	12	15	11	8	6	10	15		
ENSG00000227695.3	DNMBP-AS1	antisense	6.813734173	1.03693899	1.33E-35	7.89E-35	0.010188818	1	0	1	0	38	41	46	48	37	34	30	35	21		
ENSG00000269927.1	RP6-91H8.3	lincRNA	8.680618473	1.652059318	2.13E-35	1.26E-34	0.015120736	1	0	0	0	28	64	44	89	82	67	42	58	40		
ENSG00000280079.1	CTC-260E6.4	TEC	5.704859757	0.907876535	5.96E-35	3.48E-34	0.015743424	1	1	2	0	40	42	58	22	22	16	18	45	37		
ENSG00000224559.2	LINC01087	lincRNA	-9.515827649	0.793931504	9.15E-35	5.33E-34	0.052492243	-1	117	82	97	0	0	0	0	0	0	0	0	0		
ENSG00000224008.1	LINC01441	lincRNA	-8.582389268	0.010336009	9.25E-35	5.38E-34	0.009412149	-1	46	55	59	0	0	0	0	0	0	0	0	0		
ENSG00000268913.1	AC026806.2	lincRNA	-3.223418326	1.232832941	1.15E-34	6.66E-34	0.012728755	-1	85	120	130	5	10	13	5	12	12	4	11	6		
ENSG00000249421.1	ADAMTS19-AS1	antisense	-8.785396735	0.190493847	1.29E-34	7.46E-34	0.01855698	-1	41	68	77	0	0	0	0	0	0	0	0	0		
ENSG00000235590.5	GNAS-AS1	antisense	-8.794049107	0.193244892	1.86E-34	1.08E-33	0.019312504	-1	47	60	79	0	0	0	0	0	0	0	0	0		
ENSG00000259953.1	RP11-4O1.2	sense_overlapping	2.950761141	1.902974954	1.94E-34	1.12E-33	0.007226347	1	10	15	11	56	75	91	68	64	60	47	62	61		
ENSG00000167912.5	RP11-25K19.1	antisense	8.694303081	0.896923006	2.52E-34	1.45E-33	0.01972186	1	0	0	0	41	40	55	46	26	20	17	30	25		
ENSG00000249395.2	CASC9	lincRNA	-9.173203205	0.500732657	3.11E-34	1.78E-33	0.036105135	-1	87	74	75	0	0	0	0	0	0	0	0	0		
ENSG00000264301.1	LINC01444	lincRNA	5.587325084	0.903311426	3.30E-34	1.89E-33	0.012385736	1	2	1	0	38	42	49	38	38	28	20	32	13		
ENSG00000231107.1	LINC01508	lincRNA	-9.021287901	0.386635174	3.32E-34	1.90E-33	0.029811068	-1	63	96	58	0	0	0	0	0	0	0	0	0		
ENSG00000269640.3	CTD-2521M24.9	lincRNA	5.478044673	0.957045073	5.07E-34	2.89E-33	0.006628135	1	1	2	0	29	41	50	36	27	29	31	38	29		
ENSG00000250548.4	RP11-47I22.2	lincRNA	8.615654948	1.450650305	6.13E-34	3.48E-33	0.016818106	1	0	0	0	44	38	46	59	55	49	54	50	48		
