Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2		
ENSG00000204519.8	ZNF551	protein_coding	-0.000461843	4.526900521	0.997458736	1	0.010877779	0	400	466	477	292	321	454	310	283	225	233	322	297		
ENSG00000184208.10	C22orf46	protein_coding	0.004822195	2.161700128	1	1	0.024590872	0	92	125	114	69	80	114	15	30	40	25	45	37		
ENSG00000196440.9	ARMCX4	protein_coding	0.00988148	0.435695257	1	1	0.042662375	0	19	16	38	17	14	27	15	12	12	16	11	19		
ENSG00000203950.6	FAM127B	protein_coding	-0.006911004	2.788660667	1	1	0.024318437	0	87	150	179	90	123	107	85	75	83	76	110	48		
ENSG00000123983.11	ACSL3	protein_coding	0.001034053	8.490577322	0.99410887	0.997934778	0.006918895	0	6105	7662	7344	4204	6007	6643	4491	3991	4117	3595	5135	4858		
ENSG00000140105.15	WARS	protein_coding	0.000917848	7.343915861	0.993598718	0.997485595	0.008357822	0	2244	3538	3377	1828	2720	2636	2238	2311	1801	1734	2751	1781		
ENSG00000136908.15	DPM2	protein_coding	-0.004416322	4.8176627	0.993182545	0.997146422	0.02042426	0	339	777	639	359	516	467	375	367	277	274	449	238		
ENSG00000148400.9	NOTCH1	protein_coding	-0.00372706	4.988429271	0.993198196	0.997146422	0.02248784	0	422	848	910	448	642	580	317	277	280	310	512	238		
ENSG00000158109.12	TPRG1L	protein_coding	-0.004199709	4.562636676	0.993067762	0.997141308	0.008430897	0	302	482	483	259	369	360	358	268	275	276	434	306		
ENSG00000085433.13	WDR47	protein_coding	0.002500036	4.935424494	0.99265839	0.996793162	0.006899265	0	513	671	600	382	489	542	435	374	380	272	416	354		
ENSG00000166348.15	USP54	protein_coding	0.002680723	4.76034687	0.99057563	0.994764507	0.008142214	0	454	575	572	338	495	433	368	358	314	251	345	302		
ENSG00000196396.7	PTPN1	protein_coding	-0.001063091	7.660471522	0.990184464	0.994434451	0.005114423	0	3258	4578	4285	2459	3360	3754	2887	2394	2309	1895	2743	2315		
ENSG00000146425.8	DYNLT1	protein_coding	0.003625864	5.504164411	0.989921959	0.994233575	0.006831533	0	625	803	703	438	588	672	774	716	616	517	798	652		
ENSG00000148450.10	MSRB2	protein_coding	0.001771517	4.823973757	0.989668305	0.994041563	0.007994508	0	366	600	549	305	412	473	476	410	377	272	387	369		
ENSG00000103174.9	NAGPA	protein_coding	-0.008880164	3.239112336	0.989388658	0.993823417	0.031315444	0	95	278	186	113	159	152	134	102	110	93	173	81		
ENSG00000196584.2	XRCC2	protein_coding	-0.001446647	4.52944141	0.988709252	0.993203669	0.013922969	0	491	503	531	333	354	534	216	182	186	223	299	281		
ENSG00000068308.11	OTUD5	protein_coding	-0.002959905	4.950230876	0.988629333	0.993186091	0.01006383	0	472	715	668	367	578	510	396	402	351	317	450	288		
ENSG00000198131.11	ZNF544	protein_coding	0.003572192	5.6175333	0.98776467	0.992442768	0.006882142	0	787	975	974	553	746	884	663	560	578	525	766	679		
ENSG00000236104.2	ZBTB22	protein_coding	0.002496528	4.208499712	0.987522125	0.992261733	0.02965839	0	220	496	383	239	298	306	332	249	209	200	250	112		
ENSG00000204842.12	ATXN2	protein_coding	-0.002289657	4.830121236	0.986767069	0.991565671	0.010716353	0	473	484	554	338	413	448	424	345	308	301	475	428		
ENSG00000118816.7	CCNI	protein_coding	-0.001708679	7.789949805	0.986469758	0.991337709	0.006223211	0	3373	4108	4555	2573	3408	3513	3281	2842	2656	2301	3462	3036		
ENSG00000100722.16	ZC3H14	protein_coding	-0.001697051	7.528218824	0.986477905	0.991337709	0.008558578	0	3186	3611	3461	2196	2721	3266	2472	2129	2131	1982	2733	2715		
ENSG00000164896.17	FASTK	protein_coding	-0.005340674	5.461100465	0.98624102	0.991224867	0.030228942	0	477	1267	1015	568	738	786	809	689	562	348	484	217		
ENSG00000107140.13	TESK1	protein_coding	-0.008212069	2.850215164	0.98576855	0.990812596	0.022966611	0	102	165	186	86	117	151	96	46	66	88	106	65		
ENSG00000125870.8	SNRPB2	protein_coding	0.003223012	6.612585368	0.985465976	0.99057105	0.007227401	0	1508	1887	1705	1005	1495	1583	1421	1221	1162	1114	1588	1523		
ENSG00000213339.6	QTRT1	protein_coding	-0.007468912	3.936055807	0.984892082	0.990056729	0.031509617	0	204	468	385	212	267	332	190	157	129	126	227	82		
ENSG00000079462.5	PAFAH1B3	protein_coding	-0.005708743	5.584035508	0.982703582	0.988044025	0.026558046	0	497	1268	1054	528	844	784	847	690	545	489	723	359		
ENSG00000198171.10	DDRGK1	protein_coding	0.001973381	5.367190907	0.98199292	0.987391895	0.009892304	0	495	917	884	465	646	675	583	468	460	507	735	501		
ENSG00000134453.13	RBM17	protein_coding	-0.00192715	6.199554456	0.980963114	0.986418764	0.007860927	0	1143	1347	1486	784	1083	1304	931	787	847	866	1260	1140		
ENSG00000014641.15	MDH1	protein_coding	0.002702545	7.844357025	0.980109992	0.985623189	0.006067599	0	3417	4374	3990	2469	3363	3530	3759	3182	2723	2604	3751	3218		
ENSG00000119522.13	DENND1A	protein_coding	-0.005423733	4.357383531	0.97979527	0.98543126	0.012025461	0	264	411	412	212	298	342	278	206	259	258	423	253		
ENSG00000030582.14	GRN	protein_coding	0.004735692	7.354403006	0.979788134	0.98543126	0.025644775	0	2051	4478	4064	2113	3177	2876	2008	1850	1724	1706	2637	1096		
ENSG00000185619.15	PCGF3	protein_coding	-0.003801502	6.179139932	0.979028109	0.984784186	0.005860048	0	1046	1518	1431	866	1143	1109	1094	936	872	791	1159	857		
ENSG00000054267.18	ARID4B	protein_coding	0.005427912	6.395931326	0.978437928	0.984252758	0.015665061	0	1621	1610	1677	937	1459	1607	998	825	982	806	1142	1291		
ENSG00000102125.13	TAZ	protein_coding	-0.008862299	3.409436665	0.977772075	0.983769538	0.0205996	0	128	285	221	116	195	179	131	127	124	98	189	96		
ENSG00000107854.5	TNKS2	protein_coding	0.00411161	6.940303834	0.976839647	0.982893544	0.008749273	0	1772	2096	2207	1228	1789	1838	1942	1516	1611	1348	2089	2064		
ENSG00000090615.10	GOLGA3	protein_coding	0.003455802	6.884328224	0.976524215	0.982638299	0.008914914	0	2065	3005	3085	1695	2103	2629	1024	911	1068	1062	1759	1165		
ENSG00000128059.6	PPAT	protein_coding	-0.003186824	6.439375037	0.976013216	0.982186217	0.010566804	0	1346	1472	1371	880	1102	1373	1207	984	948	1158	1601	1661		
ENSG00000139233.4	LLPH	protein_coding	0.006447387	5.274852908	0.975880824	0.982115104	0.01263919	0	699	759	733	458	614	692	466	411	463	403	540	590		
ENSG00000103978.13	TMEM87A	protein_coding	0.004101038	6.458131259	0.975772951	0.982068658	0.00720543	0	1440	1811	1891	1029	1478	1591	1236	1093	1072	781	1128	1114		
ENSG00000173480.8	ZNF417	protein_coding	0.006778746	3.455793274	0.975119553	0.981473128	0.009877957	0	201	265	275	160	190	237	109	85	114	85	129	108		
ENSG00000117862.9	TXNDC12	protein_coding	-0.003632281	5.999468527	0.974467432	0.98091926	0.006053452	0	900	1136	1077	687	816	949	983	867	813	816	1159	948		
ENSG00000086589.9	RBM22	protein_coding	-0.003332831	6.071605668	0.972840046	0.979488576	0.006997277	0	992	1183	1286	722	919	1101	940	791	802	904	1157	987		
ENSG00000109111.12	SUPT6H	protein_coding	0.004019133	7.063901592	0.972577688	0.979286394	0.008616551	0	2241	2926	3206	1772	2292	2553	1420	1263	1531	1229	1996	1622		
ENSG00000142864.12	SERBP1	protein_coding	0.004495915	8.315296666	0.971990798	0.978757395	0.010366461	0	4918	5401	5872	3543	4088	5314	4221	3606	3750	3801	5558	5689		
ENSG00000072274.10	TFRC	protein_coding	-0.004113732	9.392762317	0.971519867	0.978345101	0.009231883	0	10962	14151	15398	8839	9547	13454	9083	7425	7981	6123	8900	8407		
ENSG00000183891.5	TTC32	protein_coding	-0.004652728	2.137418828	0.97103102	0.977916723	0.00925293	0	77	88	89	51	64	86	42	38	25	52	80	68		
ENSG00000138442.7	WDR12	protein_coding	0.006262444	5.719102019	0.971033015	0.977916723	0.008520728	0	788	998	847	539	698	873	746	613	622	651	960	886		
ENSG00000182923.14	CEP63	protein_coding	-0.002883103	3.94419353	0.970350826	0.977353421	0.011638605	0	284	289	323	176	249	293	192	162	168	152	215	212		
ENSG00000123064.10	DDX54	protein_coding	0.005247223	6.794151636	0.970096684	0.977159303	0.015455115	0	1406	2884	2791	1461	1951	2057	1320	1234	1171	1138	1756	949		
ENSG00000142733.12	MAP3K6	protein_coding	0.007572015	3.785952289	0.969951712	0.977075131	0.022355324	0	183	371	380	186	258	283	169	159	109	113	190	91		
ENSG00000119760.13	SUPT7L	protein_coding	0.005971959	4.904553466	0.969506838	0.9767036	0.008691756	0	450	685	653	339	560	517	444	370	330	281	435	292		
ENSG00000150764.11	DIXDC1	protein_coding	-0.00276665	3.717203904	0.969521504	0.9767036	0.010505232	0	178	188	196	108	163	178	239	178	194	184	235	219		
ENSG00000137210.11	TMEM14B	protein_coding	0.003919103	6.452760229	0.969268727	0.976572614	0.006379413	0	1286	1732	1527	1018	1211	1356	1356	1227	1033	996	1406	1227		
ENSG00000092199.15	HNRNPC	protein_coding	0.003402905	9.097726641	0.969068081	0.976432286	0.005342679	0	7402	10884	9690	5850	7805	8399	8864	7543	7052	6722	8909	7118		
ENSG00000069424.12	KCNAB2	protein_coding	0.005911348	1.748900253	0.968963729	0.976388973	0.016582795	0	37	94	66	39	52	63	41	31	39	36	44	35		
ENSG00000172757.10	CFL1	protein_coding	-0.004968805	10.0886396	0.968370437	0.975852937	0.010797512	0	13201	23510	23136	12396	16784	16991	16960	14759	13286	12726	18833	11125		
ENSG00000146243.11	IRAK1BP1	protein_coding	0.039013592	2.363710471	0.968207426	0.975750466	0.012908431	0	61	69	70	30	54	81	77	74	66	81	122	91		
ENSG00000204843.10	DCTN1	protein_coding	0.003975776	6.808775074	0.967846184	0.975448193	0.006685329	0	1721	2539	2675	1442	1881	2130	1392	1268	1313	1100	1541	1135		
ENSG00000204564.9	C6orf136	protein_coding	0.033361071	1.835866788	0.967080914	0.974738656	0.011351345	0	56	64	78	36	58	67	41	42	40	41	56	32		
ENSG00000130811.8	EIF3G	protein_coding	-0.005988946	7.154144163	0.96707263	0.974738656	0.011570899	0	1782	3265	2849	1622	2261	2215	2115	1869	1644	1780	2469	1450		
ENSG00000122643.16	NT5C3A	protein_coding	-0.005105298	5.443595417	0.964873325	0.972698439	0.013277065	0	710	795	699	434	611	725	562	534	486	477	793	798		
ENSG00000143748.15	NVL	protein_coding	0.007450018	5.833723462	0.964131541	0.97207382	0.008220968	0	898	1091	1101	585	878	1026	787	623	661	666	905	853		
ENSG00000143845.12	ETNK2	protein_coding	0.006220172	4.158215613	0.962614594	0.970790442	0.02262309	0	181	399	355	202	273	244	331	282	232	209	287	147		
ENSG00000256235.1	SMIM3	protein_coding	0.005795519	3.174032978	0.962455228	0.970691248	0.008747537	0	118	177	173	109	129	129	148	108	95	111	151	123		
ENSG00000171603.14	CLSTN1	protein_coding	0.005249012	6.881176856	0.962008132	0.970301831	0.007744276	0	2023	2642	2938	1611	2080	2320	1191	1189	1238	1154	1680	1186		
ENSG00000152359.12	POC5	protein_coding	0.009290925	4.727332402	0.960630844	0.969136826	0.008513773	0	436	541	511	302	397	494	357	308	296	260	415	370		
ENSG00000139343.8	SNRPF	protein_coding	0.005411908	5.579743783	0.960792175	0.969136826	0.006574333	0	625	873	883	506	653	720	689	595	587	586	856	796		
ENSG00000104825.14	NFKBIB	protein_coding	0.008365715	3.321375897	0.960675215	0.969136826	0.011861516	0	159	242	249	132	193	188	140	92	81	91	132	83		
ENSG00000175224.14	ATG13	protein_coding	0.00608669	6.108213913	0.959916585	0.968560644	0.008992366	0	965	1631	1342	774	1184	1144	1045	891	793	710	1137	703		
ENSG00000129646.11	QRICH2	protein_coding	0.023723221	1.097752141	0.959795098	0.968499481	0.025587492	0	21	56	43	24	28	43	18	19	21	29	38	18		
ENSG00000136925.12	TSTD2	protein_coding	-0.007191735	5.129656165	0.95951327	0.968276504	0.007689196	0	466	683	703	371	549	528	531	496	432	391	613	412		
ENSG00000198815.6	FOXJ3	protein_coding	-0.00543132	5.638432538	0.958335763	0.967149583	0.006508587	0	812	958	1000	595	769	822	735	624	607	493	762	627		
ENSG00000130363.9	RSPH3	protein_coding	-0.008985484	2.788562556	0.958317732	0.967149583	0.007827793	0	119	156	149	86	120	127	76	79	61	76	93	69		
ENSG00000101558.11	VAPA	protein_coding	0.006072695	8.026839276	0.958022437	0.966956039	0.00793116	0	3967	4570	4383	2694	3701	3973	4059	3566	3080	3049	4333	4216		
ENSG00000198919.10	DZIP3	protein_coding	-0.007158447	4.978960867	0.957103019	0.966150624	0.010247312	0	564	678	629	408	489	580	354	342	334	327	429	451		
ENSG00000114127.8	XRN1	protein_coding	0.008867644	5.986105311	0.956383624	0.965485683	0.011844217	0	1193	1191	1312	757	1117	1117	833	727	642	603	851	906		
ENSG00000141252.17	VPS53	protein_coding	-0.007886709	5.540991417	0.955856199	0.965014466	0.010588356	0	715	845	1082	578	649	844	619	538	557	454	794	589		
ENSG00000187068.2	C3orf70	protein_coding	-0.021984452	1.368778187	0.955536092	0.964813731	0.009184851	0	41	46	47	32	35	37	36	28	25	26	38	42		
ENSG00000075089.7	ACTR6	protein_coding	-0.006154421	5.453730494	0.955442649	0.964813731	0.010932399	0	694	857	701	432	676	690	618	613	605	454	686	654		
ENSG00000105726.14	ATP13A1	protein_coding	-0.012011959	5.510434722	0.955505945	0.964813731	0.022818446	0	544	1183	1122	601	744	818	581	478	527	500	766	355		
ENSG00000196646.9	ZNF136	protein_coding	-0.009916466	3.570761446	0.953578103	0.963264631	0.016140532	0	210	212	226	125	199	193	168	153	194	102	145	147		
ENSG00000127922.7	SHFM1	protein_coding	0.007156236	6.321640603	0.952933179	0.962674274	0.007118674	0	1281	1580	1603	928	1220	1416	1058	947	1009	795	1243	1088		
ENSG00000177051.5	FBXO46	protein_coding	-0.019217608	3.419108277	0.951696898	0.961486401	0.028361632	0	127	284	232	140	172	174	146	124	102	117	203	79		
ENSG00000116337.13	AMPD2	protein_coding	-0.014575087	4.49336653	0.951561687	0.961410846	0.022686756	0	252	611	538	271	395	400	353	254	244	235	318	180		
ENSG00000175305.14	CCNE2	protein_coding	0.009663632	6.481449477	0.951318636	0.961348416	0.014450988	0	1693	1742	1716	1151	1282	1726	1102	958	816	939	1252	1437		
ENSG00000269858.3	EGLN2	protein_coding	0.007434368	3.408090418	0.951053781	0.961202865	0.016723731	0	126	266	225	131	177	171	155	105	106	128	180	107		
ENSG00000137710.12	RDX	protein_coding	0.008180918	7.68398529	0.9506225	0.960950101	0.010207884	0	3483	3849	3334	2173	2974	3508	2812	2466	2457	2422	3315	3273		
ENSG00000015479.15	MATR3	protein_coding	0.006556762	9.420566629	0.949745151	0.96012422	0.007362402	0	11056	12888	12791	7794	10014	11613	9578	8364	8315	7714	10407	10132		
ENSG00000133027.15	PEMT	protein_coding	0.011549718	4.038254132	0.948869354	0.95936076	0.029520735	0	144	393	316	172	259	225	264	245	186	205	330	161		
ENSG00000182544.8	MFSD5	protein_coding	-0.014218298	5.23655408	0.948661478	0.959211539	0.023561907	0	392	998	798	431	595	634	588	471	440	446	629	327		
ENSG00000120705.10	ETF1	protein_coding	-0.006756152	8.535029816	0.946728125	0.957329013	0.007249191	0	5387	6599	6515	3935	4770	5918	5207	4425	4421	4588	6769	6379		
ENSG00000167302.7	ENTHD2	protein_coding	-0.026029436	2.883415992	0.94673949	0.957329013	0.028321059	0	74	199	184	84	121	141	100	104	90	58	104	49		
ENSG00000104983.6	CCDC61	protein_coding	-0.028625048	1.777226232	0.946337876	0.957044553	0.025420959	0	44	104	58	45	59	52	46	44	29	35	47	26		
ENSG00000085231.11	TAF9	protein_coding	0.014514191	4.875850575	0.94619653	0.956962433	0.017202724	0	535	518	491	320	446	496	423	328	340	291	456	501		
ENSG00000104979.6	C19orf53	protein_coding	0.008090634	5.954494368	0.94594771	0.956771598	0.00867725	0	812	1253	1175	660	929	969	1036	791	708	784	1116	716		
ENSG00000102103.13	PQBP1	protein_coding	0.009153001	5.218564882	0.945822296	0.956705565	0.012605199	0	424	795	821	402	563	632	577	500	426	405	669	412		
ENSG00000029364.9	SLC39A9	protein_coding	-0.005990829	8.147181469	0.945385153	0.956324189	0.005066328	0	4033	5509	5240	3122	3963	4522	4402	3905	3593	3103	4793	3766		
ENSG00000189339.9	SLC35E2B	protein_coding	-0.009917197	4.657628016	0.945071186	0.956067373	0.009363232	0	376	561	600	294	466	441	387	338	314	202	329	208		
ENSG00000113851.11	CRBN	protein_coding	0.010442279	5.792659707	0.944580674	0.955631914	0.010730126	0	856	1159	929	576	926	859	816	785	741	547	758	800		
ENSG00000185338.4	SOCS1	protein_coding	0.018646101	-0.205027024	0.944497953	0.955608987	0.124292673	0	6	20	19	19	4	10	11	17	8	7	8	1		
ENSG00000138376.8	BARD1	protein_coding	0.00784356	6.512673848	0.942990742	0.954266088	0.006425162	0	1459	1741	1822	1086	1317	1602	1377	1170	1089	918	1395	1174		
ENSG00000104899.5	AMH	protein_coding	0.026879238	-0.145069284	0.942661231	0.953993312	0.05884236	0	5	30	23	12	19	14	7	5	8	3	10	2		
ENSG00000134504.10	KCTD1	protein_coding	-0.012025612	3.172435004	0.942117247	0.953503436	0.008191894	0	124	159	180	91	128	144	142	131	99	99	147	126		
ENSG00000013441.13	CLK1	protein_coding	-0.008745868	5.560472757	0.941927844	0.953433038	0.009396246	0	821	982	940	578	774	814	543	523	492	518	658	709		
ENSG00000204128.5	C2orf72	protein_coding	-0.082263529	0.237471322	0.940285752	0.951831441	0.038163627	0	21	25	15	18	15	12	14	18	10	10	21	6		
ENSG00000125247.13	TMTC4	protein_coding	-0.011152493	4.604867496	0.93993977	0.951541749	0.00930971	0	384	557	518	296	452	390	369	342	264	195	330	241		
ENSG00000187049.7	TMEM216	protein_coding	0.014005918	4.183909684	0.93927897	0.950933296	0.019759181	0	205	434	333	207	263	288	256	233	204	242	365	178		
ENSG00000100239.13	PPP6R2	protein_coding	0.008644247	4.941606791	0.938641035	0.950347917	0.008447465	0	422	693	649	369	501	516	426	387	324	344	500	333		
ENSG00000186300.9	ZNF555	protein_coding	0.021514299	3.765779195	0.938080884	0.949841221	0.014192876	0	194	236	203	107	215	195	260	183	184	150	230	207		
ENSG00000137474.17	MYO7A	protein_coding	-0.030682232	0.11119245	0.937573301	0.949387691	0.028022543	0	13	23	27	5	25	19	12	11	8	6	11	9		
ENSG00000163463.9	KRTCAP2	protein_coding	0.029153177	0.051447947	0.936598038	0.948473467	0.037097693	0	6	25	26	11	17	17	9	15	6	7	15	7		
ENSG00000160803.7	UBQLN4	protein_coding	-0.012017249	4.527432872	0.936610842	0.948473467	0.007941231	0	337	527	494	278	376	402	338	297	281	229	327	214		
ENSG00000150281.6	CTF1	protein_coding	0.009371449	-0.130853833	0.935940307	0.947915101	0.035098712	0	8	27	22	16	13	15	7	5	10	7	7	2		
ENSG00000101639.16	CEP192	protein_coding	0.009336577	6.868163506	0.935833441	0.947867202	0.007414289	0	1893	2356	2234	1317	1802	2084	1636	1532	1390	1196	1611	1618		
ENSG00000133794.15	ARNTL	protein_coding	-0.015560062	3.646106096	0.935460119	0.947609725	0.011565764	0	159	271	246	132	195	197	205	190	129	146	185	144		
ENSG00000241553.10	ARPC4	protein_coding	0.012753706	6.646878092	0.935124904	0.94733047	0.01802751	0	1122	2405	2050	1153	1669	1500	1785	1485	1185	1053	1629	856		
ENSG00000197122.9	SRC	protein_coding	0.012236845	4.228318299	0.934855634	0.947117988	0.014032108	0	234	465	430	216	345	325	274	243	233	176	253	154		
ENSG00000102738.7	MRPS31	protein_coding	0.012068967	4.432048537	0.934715551	0.947036368	0.008640385	0	307	469	364	233	337	336	306	265	268	242	342	321		
ENSG00000187266.11	EPOR	protein_coding	0.025858542	2.032748895	0.934484912	0.946862984	0.033965881	0	37	103	95	44	83	57	63	51	50	38	61	27		
ENSG00000143303.9	RRNAD1	protein_coding	-0.02350437	3.247161478	0.934352919	0.946801731	0.016154484	0	129	239	212	127	152	163	152	112	84	92	141	79		
ENSG00000119487.14	MAPKAP1	protein_coding	0.007798517	7.095266633	0.934364954	0.946801731	0.00552345	0	2085	2985	2849	1608	2247	2427	2010	1724	1563	1352	1852	1676		
ENSG00000174327.6	SLC16A13	protein_coding	0.050409292	0.068649705	0.933985975	0.946598564	0.027152801	0	8	18	31	12	17	17	15	12	12	5	12	4		
ENSG00000185019.14	UBOX5	protein_coding	0.012265585	3.314077305	0.933464774	0.946190866	0.01491617	0	123	256	207	118	176	165	123	129	107	98	164	94		
ENSG00000168439.14	STIP1	protein_coding	-0.007413979	8.30903684	0.933394083	0.946179489	0.005250648	0	4680	6562	6592	3719	4796	5445	4098	3674	3520	3826	5273	4117		
ENSG00000136098.14	NEK3	protein_coding	-0.012333023	2.914424807	0.93274954	0.945646613	0.006521665	0	116	144	146	84	116	118	115	96	90	84	106	95		
ENSG00000142252.8	GEMIN7	protein_coding	-0.0169498	4.590225323	0.932709921	0.945646613	0.015643602	0	280	569	412	260	341	365	427	335	318	277	430	235		
ENSG00000116221.13	MRPL37	protein_coding	0.009002178	6.503223021	0.932596916	0.945612384	0.008236051	0	1111	1681	1790	1004	1177	1414	1402	1256	1106	1195	1675	1118		
ENSG00000155313.13	USP25	protein_coding	0.012905584	5.871668586	0.932505966	0.945580423	0.01139492	0	921	974	954	615	799	888	778	710	715	797	959	1048		
ENSG00000105447.10	GRWD1	protein_coding	-0.015456679	6.363942535	0.932237018	0.945367954	0.019421532	0	859	1975	1800	950	1193	1368	1230	1029	882	1038	1570	829		
ENSG00000178467.15	P4HTM	protein_coding	0.014669784	4.696161869	0.931997067	0.945214284	0.018608314	0	330	645	519	293	453	429	359	361	326	270	430	205		
ENSG00000128789.18	PSMG2	protein_coding	0.008607698	6.515531349	0.932026076	0.945214284	0.006367069	0	1380	1857	1564	1072	1362	1367	1365	1225	1083	1021	1548	1244		
ENSG00000161618.7	ALDH16A1	protein_coding	0.018563172	5.312154673	0.931786925	0.945212736	0.034686951	0	411	1155	884	536	632	709	549	572	404	386	662	274		
